Date,Venue,Group,Participants,Volunteers,"CO2 (kg)","Weight (kg)",Fixed,Repairable,Dead,"Hours Volunteered"
12/03/2020,"Réparothon au Parcours Gouin",,7,2,0,0,0,0,0,15
11/03/2020,"Open Huis  Robinia",,0,1,0,0,0,0,0,12
09/03/2020,Finn.no,,10,4,0,0,0,0,0,21
08/03/2020,"STPLN Sunday Repair",,0,1,0,0,0,0,0,12
07/03/2020,"Forres Repair Café",,2,2,0,0,0,0,0,15
07/03/2020,"Trinity Theatre",,0,1,0,0,0,0,0,12
07/03/2020,"Former Bridge Street Church (Central Leeds)",,0,3,0,0,0,0,0,18
07/03/2020,Southdown,,0,1,0,0,0,0,0,12
05/03/2020,"RC Hal5",,0,3,0,0,0,0,0,18
02/03/2020,"Rossall Tavern",,4,4,0,0,0,0,0,21
01/03/2020,"Newlands Activity Centre",,0,1,0,0,0,0,0,12
01/03/2020,"STPLN Sunday Repair",,3,2,0,0,0,0,0,15
29/02/2020,"Marpole Neighbourhood House",,0,1,0,0,0,0,0,12
29/02/2020,"Ca l'Isidret",,11,7,0,0,0,0,0,30
29/02/2020,"Bij Pino",,41,1,0,0,0,0,0,12
29/02/2020,"The Hanover Community Centre",,0,1,0,0,0,0,0,12
29/02/2020,"Restart party Campolavoro 2020 Rimini/Riccione",,0,2,0,0,0,0,0,15
29/02/2020,"Great Shelford Repair Cafe",,0,1,0,0,0,0,0,12
28/02/2020,"Coworking Sinèrgics Baró de Viver",,0,1,0,0,0,0,0,12
27/02/2020,"University of Bath",,0,1,0,0,0,0,0,12
25/02/2020,"Mobile Social Congress",,0,1,0,0,0,0,0,12
23/02/2020,"The Goodlife Centre",,0,4,0,0,0,0,0,21
23/02/2020,"STPLN Sunday Repair",,4,10,0,0,0,0,0,39
23/02/2020,"Hoole Lighthouse Centre",,4,3,0,0,0,0,0,18
22/02/2020,"Tavistock Community Centre",,0,1,0,0,0,0,0,12
22/02/2020,"Fearon Hall",,0,1,0,0,0,0,0,12
22/02/2020,Loughborough,,21,14,0,0,0,0,0,51
22/02/2020,"Repair Café Genk",,32,14,0,0,0,0,0,51
22/02/2020,Peasedown,,0,1,0,0,0,0,0,12
20/02/2020,"Open Huis Azalea",,0,1,0,0,0,0,0,12
20/02/2020,"Réparothon Jeunesse au Collège Ville-Marie",,20,6,0,0,0,0,0,27
20/02/2020,"Réparothon Jeunesse au Collège Ville-Marie",,0,12,0,0,0,0,0,45
17/02/2020,"Rossall Tavern",,7,8,0,0,0,0,0,33
16/02/2020,"Reading International Solidarity Centre (RISC)",,0,7,0,0,0,0,0,30
16/02/2020,"STPLN Sunday Repair",,2,2,0,0,0,0,0,15
16/02/2020,Sottovento,,0,1,0,0,0,0,0,12
16/02/2020,"Libreria e Bistrot sullaluna, Cannaregio",,0,1,0,0,0,0,0,12
16/02/2020,Re:Centre,,2,2,0,0,0,0,0,15
16/02/2020,"Open Huis aan de Leie",,60,16,0,0,0,0,0,57
16/02/2020,"Royston Repair Café",,0,1,0,0,0,0,0,12
15/02/2020,Larkhall,,0,1,0,0,0,0,0,12
15/02/2020,"High Littleton",,0,3,0,0,0,0,0,18
15/02/2020,"St John's Church, Newtownbreda",,100,24,0,0,0,0,0,81
15/02/2020,"The Big Fix at Crediton Methodist Church",,0,1,0,0,0,0,0,12
15/02/2020,"Chinnor Village Hall",,0,2,0,0,0,0,0,15
15/02/2020,"Axminster Guildhall",,0,1,0,0,0,0,0,12
15/02/2020,"Fletton House",,0,1,0,0,0,0,0,12
15/02/2020,"Buckland United Reformed Church",,60,10,0,0,0,0,0,39
15/02/2020,"Chesterfield Repair Cafe - THE BIG FIX",,0,1,0,0,0,0,0,12
15/02/2020,"The Big Fix 2020 at Kirkgate Market",,0,4,0,0,0,0,0,21
15/02/2020,"The Arbury Swap, Collect and Fix-Fest",,0,3,0,0,0,0,0,18
15/02/2020,"Market Harborough Bowden Lane",,0,1,0,0,0,0,0,12
15/02/2020,"St Andrew's Church, Rugby",,0,1,0,0,0,0,0,12
15/02/2020,"#TheBigFix in Brixton with Rosie Restart Party",,40,22,0,0,0,0,0,75
13/02/2020,"Fixatill Repair Cafe",,7,5,0,0,0,0,0,24
13/02/2020,"The Big Fix at Crediton Station Tea Rooms",,0,1,0,0,0,0,0,12
09/02/2020,"STPLN Sunday Repair",,5,4,0,0,0,0,0,21
08/02/2020,"Espai 30 - Ateneu Sagrerenc",,12,9,0,0,0,0,0,36
08/02/2020,"Weston Hub",,0,1,0,0,0,0,0,12
06/02/2020,"SKILLSHARE on soldering for Rosie the Restarter",,0,6,0,0,0,0,0,27
03/02/2020,"West Fleetwood Computer Clinic",,8,8,0,0,0,0,0,33
02/02/2020,"Newlands Activity Centre",,2,3,0,0,0,0,0,18
02/02/2020,"STPLN Sunday Repair",,3,2,0,0,0,0,0,15
02/02/2020,"Repair Café - monthly session",,0,1,0,0,0,0,0,12
02/02/2020,"Repair Café - monthly session",,0,1,0,0,0,0,0,12
01/02/2020,"Forres Repair Café",,4,2,0,0,0,0,0,15
01/02/2020,Tooting,,32,11,0,0,0,0,0,42
01/02/2020,"Sherwood Methodist Church",,103,25,0,0,0,0,0,84
01/02/2020,"All Saints Church Hall, Marlow",,0,1,0,0,0,0,0,12
01/02/2020,"Upper Norwood Library Hub",,49,10,0,0,0,0,0,39
01/02/2020,Southdown,,0,1,0,0,0,0,0,12
26/01/2020,Re:Centre,,6,2,0,0,0,0,0,15
26/01/2020,"The Redmond Centre, Manor House - with Volunteer Welcome Session",,45,10,0,0,0,0,0,39
25/01/2020,"Britannia Community Centre",,0,1,0,0,0,0,0,12
25/01/2020,"Old Primary School",,31,31,0,0,0,0,0,102
25/01/2020,"Britannia Community Centre",,0,1,0,0,0,0,0,12
25/01/2020,"The Hanover Community Centre",,0,1,0,0,0,0,0,12
25/01/2020,"Repair Café Genk",,37,14,0,0,0,0,0,51
25/01/2020,"Ca l'Isidret",,15,6,0,0,0,0,0,27
25/01/2020,"Restart Party a Massa Carrara",,0,2,0,0,0,0,0,15
25/01/2020,"Repair Cafe Wijgmaal",,50,14,0,0,0,0,0,51
25/01/2020,Peasedown,,0,1,0,0,0,0,0,12
21/01/2020,"sullaluna libreria e bistrot",,8,2,0,0,0,0,0,15
20/01/2020,"West Fleetwood Computer Clinic",,7,5,0,0,0,0,0,24
19/01/2020,"Reading Hackspace rLab",,0,7,0,0,0,0,0,30
19/01/2020,"Repair Café Haacht",,0,4,0,0,0,0,0,21
18/01/2020,"Abbey Community Centre",,33,11,0,0,0,0,0,42
18/01/2020,"Buckland United Reformed Church",,57,8,0,0,0,0,0,33
18/01/2020,"Chesterfield Repair Cafe",,0,1,0,0,0,0,0,12
18/01/2020,"Repair Café Clavier",,0,1,0,0,0,0,0,12
18/01/2020,"St Andrew's Church, Rugby",,0,1,0,0,0,0,0,12
18/01/2020,"Open day @Engim",,0,1,0,0,0,0,0,12
18/01/2020,"Oriel Hall Larkhall",,0,1,0,0,0,0,0,12
15/01/2020,"Réparothon chez Les Affûtés",,0,4,0,0,0,0,0,21
12/01/2020,"STPLN Sunday Event",,0,1,0,0,0,0,0,12
11/01/2020,"Hinckley Library",,25,13,0,0,0,0,0,48
11/01/2020,"Weston Hub",,8,1,0,0,0,0,0,12
11/01/2020,"Espai 30 - Ateneu Sagrerenc",,15,10,0,0,0,0,0,39
06/01/2020,"Rossall Tavern",,2,6,0,0,0,0,0,27
05/01/2020,"Sunday Repair @ Stadsbiblioteket",,5,3,0,0,0,0,0,18
05/01/2020,"Newlands Activity Centre",,1,3,0,0,0,0,0,18
05/01/2020,"Griton Glebe Primary School",,0,1,0,0,0,0,0,12
04/01/2020,"Former Bridge Street Church (Central Leeds)",,0,1,0,0,0,0,0,12
30/12/2019,"Fira d'Economia Solidària",,11,8,0,0,0,0,0,33
21/12/2019,"Buckland United Reformed Church",,49,11,0,0,0,0,0,42
21/12/2019,"Espai 30 - Ateneu Sagrerenc",,25,9,0,0,0,0,0,36
19/12/2019,"West Fleetwood Computer Clinic",,0,1,0,0,0,0,0,12
15/12/2019,"Repair Café met Geefplein - Hof Ter Vlierbeke",,0,3,0,0,0,0,0,18
15/12/2019,"STPLN Sunday Repair",,6,4,0,0,0,0,0,21
15/12/2019,"Radio Aut, Pavia",,4,6,0,0,0,0,0,27
14/12/2019,"LDC Kassei",,0,1,0,0,0,0,0,12
14/12/2019,"Chesterfield Baptist Church",,16,12,0,0,0,0,0,45
14/12/2019,"Eyam Church Centre",,0,1,0,0,0,0,0,12
14/12/2019,"Maple Grove Community Center, Minnesota",,0,1,0,0,0,0,0,12
14/12/2019,"Weston Hub",,17,1,0,0,0,0,0,12
10/12/2019,"Kentish Town Community Centre - with volunteer welcome session",,16,8,0,0,0,0,0,33
09/12/2019,"Rossall Tavern",,7,6,0,0,0,0,0,27
08/12/2019,"STPLN Sunday Repair Cafe",,6,6,0,0,0,0,0,27
07/12/2019,Southdown,,0,1,0,0,0,0,0,12
07/12/2019,"TTF Cafe Collective",,6,2,0,0,0,0,0,15
07/12/2019,"Women's TEC",,50,25,0,0,0,0,0,84
07/12/2019,"De Mastbloem",,34,15,0,0,0,0,0,54
07/12/2019,THINQTANQ,,0,1,0,0,0,0,0,12
07/12/2019,"Former Bridge Street Church (Central Leeds)",,0,2,0,0,0,0,0,15
05/12/2019,"Wij zijn herstellers - Hal 5 (REFER)",,45,5,0,0,0,0,0,24
05/12/2019,"Rosie Restart Party in Brixton",,10,6,0,0,0,0,0,27
05/12/2019,"Réparothon à la Mairie d'arrondissement de Verdun",,17,5,0,0,0,0,0,24
03/12/2019,"Ca l'Isidret",,14,6,0,0,0,0,0,27
01/12/2019,"STPLN Sunday Repair Cafe",,3,2,0,0,0,0,0,15
30/11/2019,"Giornata del non Acquisto",,0,5,0,0,0,0,0,24
30/11/2019,"The Hanover Centre",,0,1,0,0,0,0,0,12
30/11/2019,Tooting,,34,4,0,0,0,0,0,21
29/11/2019,"Bibliotheek De Krook",,39,15,0,0,0,0,0,54
27/11/2019,"Jornades amb R d'enginyeria ETSEIB",,0,2,0,0,0,0,0,15
25/11/2019,"Rossall Tavern",,4,7,0,0,0,0,0,30
24/11/2019,"Hoole Lighthouse Centre",,0,1,0,0,0,0,0,12
24/11/2019,"STPLN Sunday Repair Cafe",,4,3,0,0,0,0,0,18
24/11/2019,"Cascina Cuccagna 2019",,23,8,0,0,0,0,0,33
24/11/2019,"Charlesland Community Centre",,24,4,0,0,0,0,0,21
23/11/2019,"West Hampstead Community Centre",,25,9,0,0,0,0,0,36
23/11/2019,"Chinnor Village Hall",,0,1,0,0,0,0,0,12
23/11/2019,"Repair Café Genk",,36,14,0,0,0,0,0,51
23/11/2019,"Maple Ridge Library",,0,1,0,0,0,0,0,12
23/11/2019,"Espai 30 - Ateneu Sagrerenc",,10,5,0,0,0,0,0,24
22/11/2019,"EHBO Repair Cafe",,0,2,0,0,0,0,0,15
21/11/2019,"Fixatill Lund (REFER)",,11,5,0,0,0,0,0,24
17/11/2019,"STPLN Sunday Repair Cafe",,6,7,0,0,0,0,0,30
17/11/2019,"Reading Hackspace rLab",,2,3,0,0,0,0,0,18
16/11/2019,"Crediton Methodist Church",,0,1,0,0,0,0,0,12
16/11/2019,"Congregational Church Hall",,42,22,0,0,0,0,0,75
16/11/2019,"Buckland United Reformed Church",,53,9,0,0,0,0,0,36
16/11/2019,"City Church",,0,31,0,0,0,0,0,102
16/11/2019,"St Andrew's Church, Rugby",,10,1,0,0,0,0,0,12
16/11/2019,"Chesterfield Baptist Church",,30,2,0,0,0,0,0,15
16/11/2019,"Chacarita, Buenos Aires",,0,1,0,0,0,0,0,12
16/11/2019,"Larkhall Repair Bath",,0,1,0,0,0,0,0,12
16/11/2019,"Mercat d'Intercanvi i Segona Mà de la Verneda-Sant Martí",,10,3,0,0,0,0,0,18
11/11/2019,"Rossall Tavern",,6,6,0,0,0,0,0,27
10/11/2019,"STPLN Sunday Repair Cafe",,5,4,0,0,0,0,0,21
10/11/2019,"Upper Norwood Library",,45,10,0,0,0,0,0,39
10/11/2019,Montevideo,,0,1,0,0,0,0,0,12
10/11/2019,"Comodoro Rivadavia, Chubut",,0,1,0,0,0,0,0,12
10/11/2019,"The Hong Kong University of Science and Technology",,9,5,0,0,0,0,0,24
09/11/2019,"Ickenham Guide Hut",,21,3,0,0,0,0,0,18
09/11/2019,"Jeugdhuis Far",,0,1,0,0,0,0,0,12
09/11/2019,"Killarney Community Centre",,0,1,0,0,0,0,0,12
09/11/2019,"Killarney Community Centre",,0,1,0,0,0,0,0,12
09/11/2019,"Restart Party al Giardino Nidiaci",,0,1,0,0,0,0,0,12
09/11/2019,Bookique,,23,11,0,0,0,0,0,42
09/11/2019,"Bookique — Edizione autunnale",,23,11,0,0,0,0,0,42
09/11/2019,"Manglerud Senter",,27,9,0,0,0,0,0,36
09/11/2019,"Excelsior United Methodist Church, Minnesota",,0,1,0,0,0,0,0,12
09/11/2019,"Fearon Hall",,0,6,0,0,0,0,0,27
03/11/2019,"Newlands Activity Centre",,2,3,0,0,0,0,0,18
03/11/2019,"STPLN Sunday Repair Cafe",,4,3,0,0,0,0,0,18
02/11/2019,"TTF Cafe Collective",,4,3,0,0,0,0,0,18
02/11/2019,"Sherwood Methodist Church",,76,25,0,0,0,0,0,84
02/11/2019,"Wesley Hall Barnet",,18,6,0,0,0,0,0,27
02/11/2019,"The Goodlife Centre",,0,6,0,0,0,0,0,27
02/11/2019,"Rosie Restart Party at DIY Space For London",,6,5,0,0,0,0,0,24
02/11/2019,"Berkeley Technology Academy",,0,1,0,0,0,0,0,12
02/11/2019,"Vigevano, Negozio di usato l'Antina",,20,3,0,0,0,0,0,18
02/11/2019,"Former Bridge Street Church (Central Leeds)",,0,3,0,0,0,0,0,18
31/10/2019,"Crediton Station Tea Rooms",,0,1,0,0,0,0,0,12
30/10/2019,"Réparothon à la bibliothèque de Saint-Michel",,21,5,0,0,0,0,0,24
28/10/2019,"Fleetwood West Computer Clinic",,6,6,0,0,0,0,0,27
27/10/2019,"Hoole Lighthouse Centre",,0,1,0,0,0,0,0,12
27/10/2019,"STPLN Sunday Repair",,7,7,0,0,0,0,0,30
27/10/2019,"Il Girasole di Travaco' Siccomario",,20,6,0,0,0,0,0,27
27/10/2019,"The Hong Kong University of Science and Technology",,13,3,0,0,0,0,0,18
26/10/2019,"Restart+Lip @ Linux Day Torino",,4,4,0,0,0,0,0,21
26/10/2019,"Repair Café Genk",,40,12,0,0,0,0,0,45
26/10/2019,"Maple Ridge Library",,0,1,0,0,0,0,0,12
26/10/2019,"BOW Ymeria Café, Wijgmaal (REFER)",,30,8,0,0,0,0,0,33
24/10/2019,"Port Coquitlam Public Works",,0,1,0,0,0,0,0,12
23/10/2019,"Réparothon Jeunesse au Collège Rosemont",,16,8,0,0,0,0,0,33
22/10/2019,"Port Coquitlam",,0,1,0,0,0,0,0,12
21/10/2019,"Fiksefest for elektronikk med Tekna",,60,15,0,0,0,0,0,54
20/10/2019,"STPLN Sunday Repair",,6,3,0,0,0,0,0,18
20/10/2019,"The Welsh Mill Hub",,0,1,0,0,0,0,0,12
20/10/2019,"Charlesland Community Center",,14,2,0,0,0,0,0,15
20/10/2019,"Reading International Solidarity Centre (RISC)",,12,2,0,0,0,0,0,15
19/10/2019,"Vancouver City Hall",,0,1,0,0,0,0,0,12
19/10/2019,BLODOTHON,,15,1,0,0,0,0,0,12
19/10/2019,"East Clare Community Co-op",,0,2,0,0,0,0,0,15
19/10/2019,"Marple Senior Citizens Hall",,30,10,0,0,0,0,0,39
19/10/2019,"Buckland United Reformed Church",,52,10,0,0,0,0,0,39
19/10/2019,"International Repair Day in Brixton (Refer)",,40,20,0,0,0,0,0,69
19/10/2019,"Ri-Diamo Reuse Centre",,7,4,0,0,0,0,0,21
19/10/2019,"Giornata internazionale della riparazione",,4,6,0,0,0,0,0,27
19/10/2019,"Banc d'Objectes Torre Baró - Open Art",,5,1,0,0,0,0,0,12
19/10/2019,"Clyde Community Hall",,0,1,0,0,0,0,0,12
19/10/2019,"St Andrew's Church, Rugby",,13,1,0,0,0,0,0,12
19/10/2019,"International Repair Day @ Fixatill, Lund",,0,2,0,0,0,0,0,15
19/10/2019,"International Repair Day",,8,8,0,0,0,0,0,33
19/10/2019,THINQTANQ,,19,2,0,0,0,0,0,15
19/10/2019,"Chesterfield Baptist Church",,20,2,0,0,0,0,0,15
19/10/2019,"New Oriel Hall",,8,1,0,0,0,0,0,12
16/10/2019,"Pangaea (REFER)",,20,4,0,0,0,0,0,21
16/10/2019,"Open huis Robinia",,0,1,0,0,0,0,0,12
14/10/2019,"West Fleetwood Computer Clinic",,1,5,0,0,0,0,0,24
13/10/2019,"STPLN Sunday Repair",,4,4,0,0,0,0,0,21
13/10/2019,"North Regional Library, Minneapolis",,0,1,0,0,0,0,0,12
13/10/2019,"The Hong Kong University of Science and Technology",,9,5,0,0,0,0,0,24
12/10/2019,"Gildenhuis, Peutie",,0,2,0,0,0,0,0,15
12/10/2019,"Bedford Heights",,0,2,0,0,0,0,0,15
12/10/2019,"DonoDay Cittadella - Aosta",,2,3,0,0,0,0,0,18
12/10/2019,"An Culturlann",,0,23,0,0,0,0,0,78
06/10/2019,"Newlands Activity Centre",,3,4,0,0,0,0,0,21
06/10/2019,"Maker Faire",,5,6,0,0,0,0,0,27
06/10/2019,"fixagrejen Sunday Repair Café",,8,6,0,0,0,0,0,27
06/10/2019,"Repair Café Haacht In samenwerking met HaBoBib",,0,3,0,0,0,0,0,18
05/10/2019,"Freemantle Baptist Church",,0,1,0,0,0,0,0,12
05/10/2019,"Elizabeth House Community Centre",,30,8,0,0,0,0,0,33
05/10/2019,"Ippodromo del Visarno",,0,2,0,0,0,0,0,15
05/10/2019,"Maker Faire",,4,5,0,0,0,0,0,24
05/10/2019,"Port Coquitlam Public Works",,0,1,0,0,0,0,0,12
05/10/2019,"Buurtwerk Watersportbaan-Ekkergem",,0,1,0,0,0,0,0,12
05/10/2019,"Former Bridge Street Church (Central Leeds)",,0,1,0,0,0,0,0,12
03/10/2019,"Réparothon à la Bibliothèque de Pierrefonds",,15,4,0,0,0,0,0,21
03/10/2019,"RC Hal5",,0,10,0,0,0,0,0,39
02/10/2019,"Fixa Grejen Repair Cafe",,7,4,0,0,0,0,0,21
02/10/2019,"Ca l'Isidret",,6,6,0,0,0,0,0,27
01/10/2019,"Leicester Hackspace - Open Hack Night",,3,1,0,0,0,0,0,12
30/09/2019,"West Fleetwood Computer Clinic",,5,7,0,0,0,0,0,30
29/09/2019,"Vancouver Hack Space",,0,1,0,0,0,0,0,12
29/09/2019,"Restart @ I mestieri",,0,1,0,0,0,0,0,12
29/09/2019,STPLN,,0,1,0,0,0,0,0,12
29/09/2019,"The Hong Kong University of Science and Technology",,4,3,0,0,0,0,0,18
29/09/2019,"STPLN Sunday Repair",,0,1,0,0,0,0,0,12
28/09/2019,"Crediton Methodist Church",,0,1,0,0,0,0,0,12
28/09/2019,"Centro anziani del Gignoro",,0,1,0,0,0,0,0,12
28/09/2019,"Réparothon Jeunesse au Bâtiment 7",,15,5,0,0,0,0,0,24
28/09/2019,"Civico13 — Settimana dell'Accoglienza",,22,13,0,0,0,0,0,48
28/09/2019,"Fiksefest for elektronikk på Tveita Senter",,42,12,0,0,0,0,0,45
28/09/2019,"Repair Café Genk",,64,9,0,0,0,0,0,36
28/09/2019,"Abbey Community Centre",,30,8,0,0,0,0,0,33
26/09/2019,"Fixatill Lund (REFER)",,8,5,0,0,0,0,0,24
26/09/2019,"Fixatill Lund (REFER)",,8,5,0,0,0,0,0,24
26/09/2019,"Repair Café Virton",,0,1,0,0,0,0,0,12
25/09/2019,"University of Limerick",,0,1,0,0,0,0,0,12
23/09/2019,"Mount Pleasant Neighbourhood House",,0,1,0,0,0,0,0,12
22/09/2019,"Hoole Lighthouse Centre",,0,1,0,0,0,0,0,12
22/09/2019,"STPLN Sunday Repair",,4,5,0,0,0,0,0,24
21/09/2019,"St Denys Community Centre",,0,1,0,0,0,0,0,12
21/09/2019,"St Andrew's Church, Rugby",,0,1,0,0,0,0,0,12
21/09/2019,"Buckland United Reformed Church",,56,7,0,0,0,0,0,30
21/09/2019,"Memorial Peace Park, Maple Ridge",,0,2,0,0,0,0,0,15
21/09/2019,"Piazza Duomo",,0,1,0,0,0,0,0,12
16/09/2019,"West Fleetwood Computer Clinic",,7,6,0,0,0,0,0,27
15/09/2019,"Reading Hackspace rLab",,0,3,0,0,0,0,0,18
15/09/2019,"The Hong Kong University of Science and Technology",,12,5,0,0,0,0,0,24
15/09/2019,"De-Soldering Workshop and Repair Cafe",,0,1,0,0,0,0,0,12
14/09/2019,"Refter van TechnOv",,0,2,0,0,0,0,0,15
14/09/2019,"15 jaar Cambio",,55,7,0,0,0,0,0,30
14/09/2019,"Surrey City Centre Library",,0,1,0,0,0,0,0,12
14/09/2019,"CS Lewis Square",,0,35,0,0,0,0,0,114
14/09/2019,"Grazebrook School",,27,11,0,0,0,0,0,42
14/09/2019,"Champlin Ice Forum",,0,1,0,0,0,0,0,12
14/09/2019,"Maakbar Leuven",,30,6,0,0,0,0,0,27
14/09/2019,"Monkey Park Cafe",,0,1,0,0,0,0,0,12
12/09/2019,"Réparothon à l'Espace La Fontaine",,50,9,0,0,0,0,0,36
12/09/2019,"Rosie Restart Party in Brixton",,6,5,0,0,0,0,0,24
08/09/2019,"Upper Norwood Library",,17,4,0,0,0,0,0,21
08/09/2019,"STPLN Sunday Repair",,7,3,0,0,0,0,0,18
07/09/2019,"TTF Cafe Collective",,3,2,0,0,0,0,0,15
07/09/2019,Saba-tic,,5,2,0,0,0,0,0,15
07/09/2019,"Sherwood Methodist Church",,0,2,0,0,0,0,0,15
07/09/2019,"Port Coquitlam Public Works",,0,1,0,0,0,0,0,12
07/09/2019,Tooting,,38,7,0,0,0,0,0,30
07/09/2019,Wilsele,,6,2,0,0,0,0,0,15
07/09/2019,"The Goodlife Centre",,0,5,0,0,0,0,0,24
07/09/2019,"Former Bridge Street Church (Central Leeds)",,0,2,0,0,0,0,0,15
07/09/2019,"Freemantle Baptist Church",,0,1,0,0,0,0,0,12
02/09/2019,"Fleetwood West Computer Clinic Rossall Tavern",,10,7,0,0,0,0,0,30
01/09/2019,"Garaget (REFER)",,23,7,0,0,0,0,0,30
31/08/2019,"FabLAB Limerick",,0,1,0,0,0,0,0,12
31/08/2019,"Newlands Activity Centre",,0,2,0,0,0,0,0,15
31/08/2019,"The Hanover Centre",,0,2,0,0,0,0,0,15
27/08/2019,"Leicester Hackspace - Open Hack Night",,0,1,0,0,0,0,0,12
25/08/2019,"MAAKbar Leuven (REFER)",,30,4,0,0,0,0,0,21
25/08/2019,"STPLN Sunday Repair",,18,4,0,0,0,0,0,21
24/08/2019,Vancouver,,0,1,0,0,0,0,0,12
20/08/2019,"Leicester Hackspace - Open Hack Night",,1,3,0,0,0,0,0,18
18/08/2019,"STPLN Sunday Repair",,5,3,0,0,0,0,0,18
17/08/2019,"St Andrew's Church, Rugby",,0,1,0,0,0,0,0,12
17/08/2019,"Market Harborough Congregational Church",,41,4,0,0,0,0,0,21
15/08/2019,"Réparothon à la MDD",,35,8,0,0,0,0,0,33
14/08/2019,"La Confitería",,0,1,0,0,0,0,0,12
13/08/2019,"Leicester Hackspace - Open Hack Night",,1,2,0,0,0,0,0,15
12/08/2019,"Rossall Tavern",,6,6,0,0,0,0,0,27
11/08/2019,"STPLN Sunday Repair",,7,3,0,0,0,0,0,18
10/08/2019,Koningslo,,0,1,0,0,0,0,0,12
10/08/2019,"Port Coquitlam Public Works",,0,1,0,0,0,0,0,12
10/08/2019,"Grace Center, Minneapolis",,0,1,0,0,0,0,0,12
10/08/2019,"RCR @ Hostel H",,0,1,0,0,0,0,0,12
10/08/2019,"Monkey Park",,14,12,0,0,0,0,0,45
10/08/2019,Giocaosta,,6,5,0,0,0,0,0,24
06/08/2019,"Leicester Hackspace - Open Hack Night",,0,2,0,0,0,0,0,15
04/08/2019,"STPLN Sunday Repair",,5,7,0,0,0,0,0,30
03/08/2019,"TTF Cafe Collective",,2,1,0,0,0,0,0,12
03/08/2019,"Berkeley Public Library",,0,1,0,0,0,0,0,12
03/08/2019,"Freemantle United Reformed Church",,0,1,0,0,0,0,0,12
03/08/2019,"Former Bridge Street Church (Central Leeds)",,14,2,0,0,0,0,0,15
03/08/2019,THINQTANQ,,0,1,0,0,0,0,0,12
30/07/2019,"Leicester Hackspace - Open Hack Night",,1,1,0,0,0,0,0,12
29/07/2019,"Rossall Tavern",,7,8,0,0,0,0,0,33
27/07/2019,"Memorial Peace Park, Maple Ridge",,0,1,0,0,0,0,0,12
27/07/2019,"Avenues Centre",,0,1,0,0,0,0,0,12
27/07/2019,"RVS Cornhill Centre",,0,1,0,0,0,0,0,12
25/07/2019,Deelfabriek,,0,1,0,0,0,0,0,12
25/07/2019,"Steglitz, Berlin (REFER)",,0,1,0,0,0,0,0,12
23/07/2019,"Leicester Hackspace",,2,1,0,0,0,0,0,12
22/07/2019,"Brunnenviertel, Berlin (REFER)",,0,1,0,0,0,0,0,12
21/07/2019,"Reading International Solidarity Centre (RISC)",,0,2,0,0,0,0,0,15
20/07/2019,"Buckland United Reformed Church",,48,8,0,0,0,0,0,33
20/07/2019,"West Hampstead Community Centre",,24,13,0,0,0,0,0,48
20/07/2019,"St Andrew's Church",,0,2,0,0,0,0,0,15
20/07/2019,"St Denys Community Centre",,0,1,0,0,0,0,0,12
18/07/2019,"DELL, Limerick",,20,4,0,0,0,0,0,21
15/07/2019,"Rossall Tavern",,8,8,0,0,0,0,0,33
13/07/2019,Faubourg,,0,1,0,0,0,0,0,12
13/07/2019,"The Church Centre",,0,1,0,0,0,0,0,12
13/07/2019,"Monkey Park",,0,1,0,0,0,0,0,12
13/07/2019,"RCR @ Hostel H",,55,16,0,0,0,0,0,57
13/07/2019,"MAAKbar Leuven",,40,5,0,0,0,0,0,24
13/07/2019,"Ridgedale Library, Minnetonka",,0,1,0,0,0,0,0,12
12/07/2019,"Réparothon à ECTO",,15,4,0,0,0,0,0,21
07/07/2019,"Redbridge Green Fair 2019",,0,4,0,0,0,0,0,21
06/07/2019,Tooting,,22,6,0,0,0,0,0,27
06/07/2019,"Biblioteca de les coses",,8,6,0,0,0,0,0,27
06/07/2019,"Port Coquitlam Public Works",,0,1,0,0,0,0,0,12
06/07/2019,"Freemantle United Reformed Church",,0,1,0,0,0,0,0,12
06/07/2019,"Coalville Fixers Repair Cafe",,9,10,0,0,0,0,0,39
06/07/2019,"St Andrews Church",,0,1,0,0,0,0,0,12
06/07/2019,"De Pastory en Buurtwerk Dampoort",,0,1,0,0,0,0,0,12
06/07/2019,"Bridge Street Church (Central Leeds)",,0,2,0,0,0,0,0,15
01/07/2019,"Rossall Tavern",,4,6,0,0,0,0,0,27
30/06/2019,"Greve in Chianti",,3,4,0,0,0,0,0,21
29/06/2019,"Escola Pia Luz Casanova",,6,4,0,0,0,0,0,21
29/06/2019,"Chinnor Village Hall",,46,11,0,0,0,0,0,42
29/06/2019,"Avenues Centre",,0,1,0,0,0,0,0,12
29/06/2019,Wijgmaal,,40,4,0,0,0,0,0,21
29/06/2019,Peter-McGill,,0,1,0,0,0,0,0,12
27/06/2019,Deelfabriek,,0,10,0,0,0,0,0,39
27/06/2019,"Steglitz, Berlin (REFER)",,0,1,0,0,0,0,0,12
26/06/2019,"Rosie Restart Party, Brixton",,8,7,0,0,0,0,0,30
25/06/2019,"3Space International House Brixton (Refer)",,28,9,0,0,0,0,0,36
24/06/2019,"Brunnenviertel, Berlin (REFER)",,0,1,0,0,0,0,0,12
22/06/2019,Eeklo,,0,1,0,0,0,0,0,12
22/06/2019,"Repair Café Genk",,23,11,0,0,0,0,0,42
