Date,Venue,Group,Participants,Volunteers,"CO2 (kg)","Weight (kg)",Fixed,Repairable,Dead,"Hours Volunteered"
19/12/2020,"Repair Café Frameries ANNULÉ",,0,1,0,0,0,0,0,12
19/12/2020,"Repair'Café Bertrix - décembre",,0,1,0,0,0,0,0,12
19/12/2020,"Repair'Café Bertrix - décembre",,0,1,0,0,0,0,0,12
17/12/2020,"Mending Pile Meet Up - December",,0,2,0,0,0,0,0,15
13/12/2020,"Repair Café Orp Le Grand",,0,1,0,0,0,0,0,12
13/12/2020,"Virtual Repair (Santa Lucia edition)",,0,2,0,0,0,0,0,15
13/12/2020,"Repair Café Tournai - ANNULE",,0,1,0,0,0,0,0,12
13/12/2020,"Repair Café Braine-L'Alleud",,0,1,0,0,0,0,0,12
12/12/2020,"Repair Café de la Roseraie Uccle",,0,1,0,0,0,0,0,12
10/12/2020,"Repair Café Barcelona",,0,1,0,0,0,0,0,12
10/12/2020,"ANNULÉ - GEANNULEERD Repair Café Anderlecht ""bientôt de winter""",,0,1,0,0,0,0,0,12
06/12/2020,"En attente ! Repair Café Rebecq",,0,1,0,0,0,0,0,3
05/12/2020,"(annulé) Repair Café/ Donnerie Dison",,0,1,0,0,0,0,0,3
05/12/2020,"(annulé) Repair Café de Soumagne",,0,1,0,0,0,0,0,3
04/12/2020,"Cascina Biblioteca nel Parco Lambro",,0,3,0,0,0,0,0,18
01/12/2020,"Broad Street Shop",,0,1,0,0,0,0,0,12
29/11/2020,"(annulé) Repair Café Comblain",,0,1,0,0,0,0,0,3
29/11/2020,"(Annulé) Le Repair Café Mobile @Récupère 2020 (jour 2)",,0,2,0,0,0,0,0,3
29/11/2020,"ANNULE - Salon Recupere - Palais des expos de Namur - dimanche",,0,1,0,0,0,0,0,3
28/11/2020,"(Annulé) Le Repair Café Mobile @Récupère 2020 (jour 1)",,0,2,0,0,0,0,0,3
28/11/2020,"ANNULE - Salon Recupere - Palais des expos de Namur - samedi",,0,1,0,0,0,0,0,3
28/11/2020,"The Hanover Centre - CANCELLED",,0,1,0,0,0,0,0,3
28/11/2020,"Repair Café Genk - Geannuleerd",,0,1,0,0,0,0,0,3
24/11/2020,"[ANNULÉ] Repair Café de l'ISIB - Session #11",,0,1,0,0,0,0,0,3
24/11/2020,"(Annulé) Repair Café Estaimpuis",,0,1,0,0,0,0,0,3
22/11/2020,"Sunday Repair @STPLN",,0,1,0,0,0,0,0,12
22/11/2020,"Annulé cause COVID - Repair Café Braine-L'Alleud",,0,1,0,0,0,0,0,3
21/11/2020,"Annulation Repair café de la Roseraie",,0,1,0,0,0,0,0,3
21/11/2020,"(Annulé) Repair Café Frameries",,0,1,0,0,0,0,0,3
19/11/2020,"Mending Pile Meet Up",,0,1,0,0,0,0,0,12
16/11/2020,"(ANNULE) Repair Café Basse-Enhaive",,0,2,0,0,0,0,0,3
15/11/2020,"Reading Repair Café Online",,0,5,0,0,0,0,0,24
14/11/2020,Weston,,0,1,0,0,0,0,0,12
14/11/2020,"(Annulé) Repair Café Mobile au Recyparc IPALLE Thuin",,0,2,0,0,0,0,0,3
13/11/2020,"Annulé cause CoViD -Repair Café Chastre Novembre",,0,1,0,0,0,0,0,3
12/11/2020,"Repair café Boussu 12 nov ANNULÉ",,0,1,0,0,0,0,0,3
12/11/2020,"ANNULÉ - GEANNULEERD Repair Café Anderlecht van de l'automne",,0,1,0,0,0,0,0,3
08/11/2020,"Annulé cause CoViD - Repair Café de Grivegnée",,0,2,0,0,0,0,0,3
08/11/2020,"(Annulé) Repair Café Neufchâteau",,0,1,0,0,0,0,0,3
08/11/2020,"Sunday Repair @Garaget",,0,1,0,0,0,0,0,12
08/11/2020,"ANNULE GEANNULEERD Repair Café Vorst - Forest de la sainte Euphrosyne",,0,1,0,0,0,0,0,3
08/11/2020,"Annulé cause COVID - Repair Café Braine-L'Alleud",,0,1,0,0,0,0,0,3
07/11/2020,Southdown,,0,1,0,0,0,0,0,12
07/11/2020,"(Annulé) Repair Café Ellezelles",,0,1,0,0,0,0,0,3
07/11/2020,"All Saints Church Hall",,0,1,0,0,0,0,0,12
07/11/2020,"UTSATT Fiksefest for elektronikk på Manglerud senter",,0,1,0,0,0,0,0,12
07/11/2020,"Ecovillage Market Harborough",,0,1,0,0,0,0,0,12
07/11/2020,"(Annulé) Repair Café Mobile au Recyparc IPALLE Mouscron 3",,0,2,0,0,0,0,0,3
07/11/2020,"(Annulé) Repair Café Mobile au Recyparc IPALLE Tournai 3",,0,2,0,0,0,0,0,3
05/11/2020,"(ANNULE) Repair Café Doische",,5,6,0,0,0,0,0,3
04/11/2020,"(Annulé) Repair Café Silly",,0,1,0,0,0,0,0,3
02/11/2020,"(Annulé) Repair Café La Tricoterie",,0,1,0,0,0,0,0,3
01/11/2020,"Annulé cause Covid - Repair Café Orp Le Grand",,0,1,0,0,0,0,0,3
01/11/2020,"Annulé - Repair Café Ixelles",,0,1,0,0,0,0,0,3
01/11/2020,"REPAIR CAFE NEUPRE (Neuville domaine)",,0,1,0,0,0,0,0,12
01/11/2020,"Broad Street Shop",,0,1,0,0,0,0,0,12
01/11/2020,"Annulé ! Repair Café Rebecq",,0,1,0,0,0,0,0,3
31/10/2020,"Ecovillage Market Harborough",,0,1,0,0,0,0,0,12
31/10/2020,"(Annulé) Repair Café  Fauvillers - Martelange",,0,1,0,0,0,0,0,3
31/10/2020,"Repair café Huy Rive Gauche",,0,1,0,0,0,0,0,3
31/10/2020,"(Annulé) Repair Café Mobile en Province du Luxembourg",,0,1,0,0,0,0,0,3
27/10/2020,"Repair Café Maritime",,0,1,0,0,0,0,0,12
27/10/2020,"(Annulé) Repair Café Estaimpuis",,0,3,0,0,0,0,0,3
25/10/2020,"Repair Seneffe",,0,1,0,0,0,0,0,12
25/10/2020,"Repair Seneffe",,0,1,0,0,0,0,0,12
25/10/2020,"Annulé cause COVID -Repair Café de Braine-le-Château",,0,1,0,0,0,0,0,3
25/10/2020,"(Annulé) Repair Café Libramont Annulé cause covid",,0,1,0,0,0,0,0,3
25/10/2020,"Sunday Repair @STPLN",,0,1,0,0,0,0,0,12
25/10/2020,"Annulé ! Repair Café NOH",,0,2,0,0,0,0,0,3
25/10/2020,"Annulé cause COVID - Repair Café Braine-L'Alleud",,0,1,0,0,0,0,0,3
25/10/2020,"repair seneffe",,0,1,0,0,0,0,0,3
24/10/2020,"Ecovillage Market Harborough",,0,1,0,0,0,0,0,12
24/10/2020,Peasedown,,0,1,0,0,0,0,0,12
24/10/2020,"Our First Repair Cafe",,30,10,0,0,0,0,0,39
24/10/2020,"Repair Café de Sprimont",,8,4,0,0,0,0,0,21
24/10/2020,"Repair café de la Roseraie",,0,1,0,0,0,0,0,3
24/10/2020,"The Hanover Centre",,0,1,0,0,0,0,0,3
24/10/2020,"Repair Café Genk",,0,1,0,0,0,0,0,12
24/10/2020,"(Annulé) Repair Café Mobile @Liège",,0,1,0,0,0,0,0,3
24/10/2020,"RC Wijgmaal Okt 2020",,0,1,0,0,0,0,0,12
23/10/2020,"(Annulé) Repair Café du Collectif Hyper Citoyens",,0,1,0,0,0,0,0,3
21/10/2020,"Repair Café Saint-Josse-ten-Noode",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café de Vielsalm octobre",,0,1,0,0,0,0,0,12
18/10/2020,"Repair Café Molenbaix",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café Ittre",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café Arlon octobre",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café 100% Audio Make It Sound",,0,1,0,0,0,0,0,3
18/10/2020,"Reading Hackspace rLab",,0,5,0,0,0,0,0,3
18/10/2020,"Repair Café Rhode octobre",,0,5,0,0,0,0,0,24
18/10/2020,"Repair Café du Foyer de Bierset",,0,1,0,0,0,0,0,3
18/10/2020,"Atelier d'octobre 2020 - Annulé pour respect mesures Covid !",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café du Haut Bocq",,0,1,0,0,0,0,0,3
18/10/2020,"Repair Café Lessines",,0,1,0,0,0,0,0,3
17/10/2020,"Restart Party Ca l’Isidret",,0,1,0,0,0,0,0,3
17/10/2020,"Annulé! Repair Café Mont-Saint-Guibert",,0,1,0,0,0,0,0,3
17/10/2020,Larkhall,,0,1,0,0,0,0,0,3
17/10/2020,"Fiksefest på Deichman Bjørvika",,25,13,0,0,0,0,0,48
17/10/2020,"International Repair Day online repair!",,7,21,0,0,0,0,0,72
17/10/2020,"Ca l'Isidret",,10,7,0,0,0,0,0,30
17/10/2020,"Repair Café de Modave",,0,1,0,0,0,0,0,3
17/10/2020,"Repair Café Droixhe",,33,6,0,0,0,0,0,3
17/10/2020,"Repair Café Havelange",,31,1,0,0,0,0,0,3
17/10/2020,"Repair Café Bertrix - octobre",,3,8,0,0,0,0,0,3
17/10/2020,"Repair Café de Court-Saint-Etienne",,0,1,0,0,0,0,0,3
17/10/2020,"Repair Café Frameries",,0,2,0,0,0,0,0,3
17/10/2020,"Repair Café Habay-La-Neuve",,0,1,0,0,0,0,0,3
17/10/2020,"Semaine de Réparation",,0,1,0,0,0,0,0,12
17/10/2020,"Annulé La Hulpe Repair Café",,0,1,0,0,0,0,0,3
17/10/2020,"Repair Café Modave",,0,1,0,0,0,0,0,3
17/10/2020,"Chesterfield Repair Cafe",,4,3,0,0,0,0,0,18
17/10/2020,"International Repair Day",,11,9,0,0,0,0,0,36
17/10/2020,"Repair Day at Ecovillage Market Harborough",,8,3,0,0,0,0,0,18
17/10/2020,"Cascina Cuccagna 2020",,0,1,0,0,0,0,0,12
17/10/2020,"(Annulé) Inauguration du Repair Café Mobile @Louvain-la-Neuve",,0,3,0,0,0,0,0,3
16/10/2020,"Repair café de Vezon",,0,1,0,0,0,0,0,3
16/10/2020,"Cafe Repair Barò, Sinèrgics",,0,1,0,0,0,0,0,3
15/10/2020,"Repair cafe Made in Fedasil fait son grand retour",,0,1,0,0,0,0,0,3
14/10/2020,"Repair Café Centre A.R.A.",,0,1,0,0,0,0,0,3
14/10/2020,"Repair Café Rixensart",,0,2,0,0,0,0,0,3
13/10/2020,"Repair Café Flawinne",,21,10,0,0,0,0,0,39
12/10/2020,"Repair Café Perwez",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Orp Le Grand",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Saint-Gilles - Annulé ! (Covid)",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café de Neufchâteau",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Tournai",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Ath",,0,1,0,0,0,0,0,3
11/10/2020,"Repair cafe ville d'Aubange",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café et Donnerie de Redu",,0,1,0,0,0,0,0,3
11/10/2020,"Sunday Repair @Garaget",,5,6,0,0,0,0,0,27
11/10/2020,"Repair Café Eghezée",,0,1,0,0,0,0,0,3
11/10/2020,"Eddington Repair Café",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Tubize",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Braine-L'Alleud",,0,1,0,0,0,0,0,3
11/10/2020,"Repair Café Etterbeek - Annulé ! Geannuleerd !",,0,1,0,0,0,0,0,3
10/10/2020,"Repair Café AB : ANNULé  ! Deleted ! Geannuleerd !",,0,1,0,0,0,0,0,3
10/10/2020,"Repair Café Wavre",,26,11,0,0,0,0,0,3
10/10/2020,"Repair Café de Grez-Doiceau",,16,11,0,0,0,0,0,3
10/10/2020,"Repair Café Baudour - Espace Turati",,0,1,0,0,0,0,0,3
10/10/2020,"Repair Café Asty-Moulin et Namur",,0,2,0,0,0,0,0,3
10/10/2020,"Repair Café Marche",,0,1,0,0,0,0,0,3
10/10/2020,"Repair Café Erquelinnes",,10,2,0,0,0,0,0,15
10/10/2020,"Ecovillage Market harborough",,3,2,0,0,0,0,0,3
10/10/2020,"Repair Café Mettet",,0,1,0,0,0,0,0,3
09/10/2020,"Repair-café chastre",,0,1,0,0,0,0,0,3
08/10/2020,"SOUS FORTES RESERVES Repair Café Anderlecht van la rentrée",,0,2,0,0,0,0,0,3
06/10/2020,"Repair Café des Marolles",,0,1,0,0,0,0,0,3
05/10/2020,"Repair Café La Tricoterie",,0,1,0,0,0,0,0,3
04/10/2020,"Repair Café Rebecq",,0,1,0,0,0,0,0,3
04/10/2020,"Repair Café Vorst -Forest",,9,4,0,0,0,0,0,21
04/10/2020,"Repair Café Amay - session mensuelle",,0,1,0,0,0,0,0,3
04/10/2020,"Repair Café Haacht - GC Den Breughel",,0,2,0,0,0,0,0,3
04/10/2020,"Repair Café Vélo+ Donnerie",,0,1,0,0,0,0,0,3
04/10/2020,"Repair Cafe (Fixa Grejen) @Garaget",,0,1,0,0,0,0,0,3
04/10/2020,"Repair Café Ixelles",,0,1,0,0,0,0,0,3
03/10/2020,"Atelier du Repair Café de Wanze",,0,1,0,0,0,0,0,3
03/10/2020,"Marlow Repair Café",,0,1,0,0,0,0,0,3
03/10/2020,"See U Repair Village October",,17,10,0,0,0,0,0,39
03/10/2020,"Repair Café de Malonne",,28,15,0,0,0,0,0,54
03/10/2020,"Repair Café Annevoie",,10,6,0,0,0,0,0,27
03/10/2020,"Ecovillage Market harborough",,6,2,0,0,0,0,0,15
03/10/2020,"28ème Repair Café ULB",,0,1,0,0,0,0,0,3
01/10/2020,"Vaux-sur-Sûre - Repair café - atelier ""Do It Yourself""",,0,1,0,0,0,0,0,3
01/10/2020,"Broad Street Shop",,0,1,0,0,0,0,0,12
01/10/2020,Southdown,,0,1,0,0,0,0,0,12
01/10/2020,Weston,,0,1,0,0,0,0,0,12
28/09/2020,"Repair Café de Fontaine-l'Evêque (Forchies-la-Marche)",,0,6,0,0,0,0,0,3
27/09/2020,"Repair Café Jette",,0,1,0,0,0,0,0,3
27/09/2020,"Repair Café NOH",,0,1,0,0,0,0,0,3
27/09/2020,"Repair Café Woluwé-Saint-Pierre – Chant d’Oiseau – Quartier Durable",,0,1,0,0,0,0,0,3
27/09/2020,"Sunday Repair @STPLN",,0,1,0,0,0,0,0,12
27/09/2020,"Repair Café Bouillon",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café Solidaire",,0,1,0,0,0,0,0,3
26/09/2020,"RC Heverlee",,0,2,0,0,0,0,0,15
26/09/2020,"Repair Café Huy Rive Gauche",,12,6,0,0,0,0,0,27
26/09/2020,"Repair Café de Verviers",,0,1,0,0,0,0,0,3
26/09/2020,"Repair café Enghien",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café Marchienne-Au-Pont",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café  Fauvillers - Martelange",,0,1,0,0,0,0,0,3
26/09/2020,"The Hanover Centre - CANCELLED",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café Hollogne",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café Genk",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café Tihange",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café VÉLO Malonne",,0,1,0,0,0,0,0,3
26/09/2020,"Repair Café 100% Audio Make It Sound",,0,1,0,0,0,0,0,3
22/09/2020,"Repair Café de l'ISIB - Session #10",,8,8,0,0,0,0,0,33
21/09/2020,"Repair Café Haute Sambre",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Woluwe-Saint-Lambert",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café du Foyer de Bierset",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Rhode",,11,11,0,0,0,0,0,42
20/09/2020,"Online Repair Advice",,0,3,0,0,0,0,0,3
20/09/2020,"Repair Café Lessines",,0,2,0,0,0,0,0,3
20/09/2020,"Repair Café Saint-Hubert",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Molenbaix",,0,5,0,0,0,0,0,3
20/09/2020,"Repair Café Vielsalm septembre",,10,12,0,0,0,0,0,45
20/09/2020,"Repair café Neupré",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Haut Bocq",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Ittre",,0,1,0,0,0,0,0,3
20/09/2020,"Repair Café Berchem-Sainte-Agathe",,0,1,0,0,0,0,0,3
19/09/2020,"Repair Café Clavier",,0,1,0,0,0,0,0,3
19/09/2020,"Repair Café Frameries",,1,1,0,0,0,0,0,3
19/09/2020,"Repair Café Frameries",,0,1,0,0,0,0,0,3
19/09/2020,"Repair Café de Court-Saint-Etienne",,17,8,0,0,0,0,0,33
19/09/2020,"Repair Café Bertrix",,10,2,0,0,0,0,0,15
19/09/2020,"Repair Café 5170",,0,4,0,0,0,0,0,3
19/09/2020,"Repair Café Court-Saint-Etienne",,0,1,0,0,0,0,0,3
19/09/2020,"Buckland United Reformed Church - CANCELLED",,0,1,0,0,0,0,0,3
18/09/2020,"Repair Café Vezon",,0,1,0,0,0,0,0,3
17/09/2020,"Repair Café Gembloux",,0,2,0,0,0,0,0,3
17/09/2020,"RC Hal5",,0,1,0,0,0,0,0,3
17/09/2020,"RC Hal5",,0,1,0,0,0,0,0,3
17/09/2020,"RC Hal5",,0,1,0,0,0,0,0,3
15/09/2020,"Fiksefest på Klimahuset",,30,12,0,0,0,0,0,45
13/09/2020,"Repair Café Watermael-Boitsfort",,0,1,0,0,0,0,0,3
13/09/2020,"STPLN Sunday Repair",,4,6,0,0,0,0,0,27
13/09/2020,"Repair Café Aubange / Aix-sur-Cloie",,0,1,0,0,0,0,0,3
13/09/2020,"Repair Café Redu",,0,1,0,0,0,0,0,3
13/09/2020,"Repair Café de Tournai",,0,1,0,0,0,0,0,3
13/09/2020,"Repair Café Grivegnée",,0,1,0,0,0,0,0,3
13/09/2020,"Repair Café Fernelmont",,0,2,0,0,0,0,0,3
12/09/2020,"Grazebrook School - cancelled",,0,0,0,0,0,0,0,3
12/09/2020,"REPAIR CAFE CHAUMONT GISTOUX",,13,4,0,0,0,0,0,21
12/09/2020,"Repair Café Hollogne",,0,1,0,0,0,0,0,3
12/09/2020,"Repair Café Grez-Doiceau",,16,9,0,0,0,0,0,36
12/09/2020,"RC Erquelinnes",,2,2,0,0,0,0,0,15
12/09/2020,"Repair Café Wavre",,26,12,0,0,0,0,0,45
11/09/2020,"Repair Café Chastre",,0,2,0,0,0,0,0,3
09/09/2020,"Repair Café Herstal",,0,1,0,0,0,0,0,3
09/09/2020,"Repair Café Silly",,0,1,0,0,0,0,0,3
06/09/2020,"Repair Café Amay",,0,1,0,0,0,0,0,3
06/09/2020,"Repair Café Ganshoren - SUR RENDEZ-VOUS",,0,1,0,0,0,0,0,3
06/09/2020,"Repair Café Ixelles",,0,1,0,0,0,0,0,3
06/09/2020,"Repair Café Rebecq",,0,1,0,0,0,0,0,3
06/09/2020,"Repair Café Forest",,0,4,0,0,0,0,0,21
05/09/2020,"All Saints Church Hall",,0,1,0,0,0,0,0,3
05/09/2020,"Repair Café Ellezelles",,0,1,0,0,0,0,0,3
05/09/2020,"Repair Café d'Annevoie",,8,6,0,0,0,0,0,27
05/09/2020,"Repair Café Dison + donnerie",,0,0,0,0,0,0,0,3
05/09/2020,"Repair Café Gesves",,0,1,0,0,0,0,0,3
05/09/2020,"Repair Café Re-Cycle Jodoigne",,0,1,0,0,0,0,0,3
05/09/2020,"Repair Café Brabant",,0,1,0,0,0,0,0,3
02/09/2020,"Repair Café Herstal",,0,1,0,0,0,0,0,3
01/09/2020,"Repair Café des Marolles",,0,1,0,0,0,0,0,3
01/09/2020,"Broad Street Shop",,0,1,0,0,0,0,0,12
01/09/2020,Larkhall,,0,1,0,0,0,0,0,12
01/09/2020,Southdown,,0,1,0,0,0,0,0,12
01/09/2020,Weston,,0,1,0,0,0,0,0,12
01/09/2020,Peasedown,,0,1,0,0,0,0,0,12
30/08/2020,"Sunday Repair @STPLN",,5,6,0,0,0,0,0,27
29/08/2020,"Repair Café Liège",,0,2,0,0,0,0,0,15
29/08/2020,"The Hanover Centre - CANCELLED",,0,1,0,0,0,0,0,3
29/08/2020,"Repair Café Huy rive gauche",,14,6,0,0,0,0,0,27
23/08/2020,"Sunday Repair @STPLN",,0,1,0,0,0,0,0,12
22/08/2020,"Fiksefest på Tveita Senter",,27,12,0,0,0,0,0,45
16/08/2020,"Sunday Repair @STPLN",,0,3,0,0,0,0,0,18
09/08/2020,"Sunday Repair ""STPLN",,0,2,0,0,0,0,0,15
08/08/2020,"Atelier collaboratif de réparation et de fabrication",,12,5,0,0,0,0,0,24
02/08/2020,"Sunday Repair @STPLN",,0,1,0,0,0,0,0,12
02/08/2020,"Repair Café Buissonville",,0,1,0,0,0,0,0,3
01/08/2020,"Virtual Q&A with Fixit Clinics",,0,2,0,0,0,0,0,15
01/08/2020,"Broad Street Shop",,0,1,0,0,0,0,0,12
29/07/2020,"Cambs Virtual Repair Café",,0,1,0,0,0,0,0,12
25/07/2020,Peasedown,,0,1,0,0,0,0,0,12
25/07/2020,"The Hanover Centre",,0,1,0,0,0,0,0,3
19/07/2020,"Reading Hackspace rLab",,0,10,0,0,0,0,0,39
18/07/2020,"CANCELLED - Buckland United Reformed Church",,0,1,0,0,0,0,0,3
11/07/2020,"Repair Café de Pont-à-Celles",,0,1,0,0,0,0,0,3
08/07/2020,"Lockdown project",,1,1,0,0,0,0,0,12
01/07/2020,"Broad Street Shop",,0,24,0,0,0,0,0,81
28/06/2020,"STPLN Sunday Repair",,0,1,0,0,0,0,0,3
27/06/2020,"The Hanover Centre",,0,1,0,0,0,0,0,3
27/06/2020,"Repair Café Genk",,0,1,0,0,0,0,0,3
21/06/2020,"Reading International Solidarity Centre (RISC)",,0,2,0,0,0,0,0,15
20/06/2020,"Virtual Repair Event",,0,2,0,0,0,0,0,15
20/06/2020,"Buckland United Reformed Church",,0,1,0,0,0,0,0,3
15/06/2020,"La Canal",,11,6,0,0,0,0,0,27
14/06/2020,"STPLN Sunday Repair",,0,1,0,0,0,0,0,12
13/06/2020,"Virtual Repair Q&A",,0,5,0,0,0,0,0,24
06/06/2020,"Virtual Marlow Repair Café",,0,4,0,0,0,0,0,21
06/06/2020,"CANCELLED Hackney Fixers Party in the Park",,0,0,0,0,0,0,0,3
06/06/2020,"CANCELLED Harpenden Quaker Meeting House",,0,3,0,0,0,0,0,3
30/05/2020,"CANCELLED The Hanover Centre",,0,1,0,0,0,0,0,3
30/05/2020,"CANCELLED St Luke's Church St Albans",,0,4,0,0,0,0,0,3
23/05/2020,"CANCELLED Repair Café Genk",,0,1,0,0,0,0,0,3
17/05/2020,"CANCELLED Reading Hackspace rLab",,0,2,0,0,0,0,0,3
16/05/2020,"CANCELLED Chesterfield Baptist Church",,0,1,0,0,0,0,0,3
16/05/2020,"CANCELLED Tooting",,0,5,0,0,0,0,0,3
16/05/2020,"CANCELLED Buckland United Reformed Church",,0,1,0,0,0,0,0,3
09/05/2020,"CANCELLED Keynsham Baptist Church",,0,1,0,0,0,0,0,3
09/05/2020,"Virtual Repair Q&A (Zoom)",,0,2,0,0,0,0,0,15
03/05/2020,"CANCELLED Repair Café @ Vaude Store Gent",,0,2,0,0,0,0,0,3
02/05/2020,"Virtual Marlow Repair Café",,0,2,0,0,0,0,0,15
02/05/2020,"CANCELLED The Hanover Centre",,0,1,0,0,0,0,0,3
02/05/2020,"CANCELLED Eddington Repair Café",,0,1,0,0,0,0,0,3
29/04/2020,"UGent Campus Coupure - CANCELLED",,100,30,0,0,0,0,0,99
29/04/2020,"UGent Campus Coupure - CANCELLED",,0,2,0,0,0,0,0,3
25/04/2020,"POSTPONED - Abbey Community Centre",,0,5,0,0,0,0,0,3
25/04/2020,"Bowden Lane - CANCELLED",,0,2,0,0,0,0,0,3
25/04/2020,"Bij Pino - CANCELLED",,0,1,0,0,0,0,0,3
25/04/2020,"Repair Café Genk - CANCELLED",,0,1,0,0,0,0,0,3
22/04/2020,"De Broederij Ledeberg - CANCELLED",,0,1,0,0,0,0,0,3
19/04/2020,"Il Girasole di Travaco' - CANCELLED",,0,1,0,0,0,0,0,3
19/04/2020,"VIRTUAL Repair Q&A session",,6,30,0,0,0,0,0,99
19/04/2020,"Reading International Solidarity Centre (RISC) - CANCELLED",,0,0,0,0,0,0,0,3
18/04/2020,"Larkhall - CANCELLED",,0,1,0,0,0,0,0,3
18/04/2020,"Bear Flat - CANCELLED",,0,1,0,0,0,0,0,3
18/04/2020,"High Littleton - CANCELLED",,0,1,0,0,0,0,0,3
18/04/2020,"Chesterfield Baptist Church - CANCELLED",,0,1,0,0,0,0,0,3
18/04/2020,"De Pastory en buurtwerk dampoort - CANCELLED",,0,1,0,0,0,0,0,3
18/04/2020,"Buckland United Reformed Church - CANCELLED",,0,1,0,0,0,0,0,3
16/04/2020,"Open Huis Azalea - CANCELLED",,0,1,0,0,0,0,0,3
11/04/2020,"Keynsham Repair Cafe #8 - CANCELLED",,0,1,0,0,0,0,0,3
08/04/2020,"Open Huis Watersportbaan - CANCELLED",,0,1,0,0,0,0,0,3
04/04/2020,"Forres Repair Café - CANCELLED",,0,1,0,0,0,0,0,3
04/04/2020,"Sherwood Methodist Church - CANCELLED",,0,1,0,0,0,0,0,3
04/04/2020,"Online repair event",,0,1,0,0,0,0,0,12
04/04/2020,"Cottenham Repair Café - CANCELLED",,0,1,0,0,0,0,0,3
04/04/2020,"Southdown - CANCELLED",,0,1,0,0,0,0,0,3
02/04/2020,"CANCELLED - SKILLSHARE on basic electronics for Rosie the Restarter",,0,11,0,0,0,0,0,3
01/04/2020,"Bulb Werkhuis - CANCELLED",,0,1,0,0,0,0,0,3
01/04/2020,"Bulb Werkhuis - CANCELLED",,0,0,0,0,0,0,0,3
29/03/2020,"CANCELLED STPLN Sunday Repair",,0,1,0,0,0,0,0,3
29/03/2020,"Nanji 44th",,19,8,0,0,0,0,0,33
28/03/2020,"CANCELLED - Bij Pino",,0,1,0,0,0,0,0,3
28/03/2020,"CANCELLED - Tooting - with Volunteer Welcome Session",,0,8,0,0,0,0,0,3
28/03/2020,"CANCELLED - Repair Café Genk",,0,1,0,0,0,0,0,3
28/03/2020,"CANCELLED - Abington Repair Café",,0,1,0,0,0,0,0,3
28/03/2020,"CANCELLED - Peasedown",,0,1,0,0,0,0,0,3
25/03/2020,"CANCELLED - De Broederij",,0,1,0,0,0,0,0,3
22/03/2020,"CANCELLED - La Banca del Tempo Pavia",,0,1,0,0,0,0,0,3
22/03/2020,"CANCELLED - Repair Café Haacht &  kwb Tildonk  organiseren in de Familia",,0,2,0,0,0,0,0,3
22/03/2020,"CANCELLED - Upper Norwood Library",,0,4,0,0,0,0,0,3
22/03/2020,"Online Repair event Q&A",,0,6,0,0,0,0,0,27
22/03/2020,"Online event",,0,4,0,0,0,0,0,21
21/03/2020,"CANCELLED - Larkhall",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - Bear Flat",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - High Littleton",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - Chesterfield Baptist Church",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - Coalville Education Partnership.",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - Axminster Guildhall",,0,1,0,0,0,0,0,3
21/03/2020,"CANCELLED - Ruislip Manor",,0,4,0,0,0,0,0,3
19/03/2020,"CANCELLED - University of Bath",,0,1,0,0,0,0,0,3
15/03/2020,"CANCELLED: Re:Centre",,0,1,0,0,0,0,0,3
15/03/2020,"Soham Repair Café",,0,1,0,0,0,0,0,12
14/03/2020,"Keynsham SUPER Repair Cafe #7 10am - *2pm!*",,0,1,0,0,0,0,0,12
14/03/2020,"Eversden Repair Café",,0,1,0,0,0,0,0,12
14/03/2020,"Weston Hub",,0,1,0,0,0,0,0,12
