"group","key","en","fk","lang","alias","trans"
"general","menu_fixometer","Fixometer","Fixometer","fr","fr",
"general","menu_wiki","Wiki","Wiki","fr","fr",
"general","onboarding_content_1","vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum. ","vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum. ","fr","fr",
"general","onboarding_content_2","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","fr","fr",
"general","onboarding_content_3","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","fr","fr",
"general","restartproject_url","https://therestartproject.org","https://therestartproject.org","fr","fr",
"general","therestartproject","The Restart Project","The Restart Project","fr","fr",
"general","wiki_url","https://wiki.restarters.net","https://wiki.restarters.net","fr","fr",
"group-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr","fr",
"group-audits","created.modified.area","<strong>Area</strong> set as ""<strong>:new</strong>""","<strong>Area</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.country","<strong>Country</strong> set as ""<strong>:new</strong>""","<strong>Country</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.free_text","<strong>Free Text</strong> set as ""<strong>:new</strong>""","<strong>Free Text</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.idgroups","<strong>Group ID</strong> set as ""<strong>:new</strong>""","<strong>Group ID</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.latitude","<strong>Latitude</strong> set as ""<strong>:new</strong>""","<strong>Latitude</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.location","<strong>Location</strong> set as ""<strong>:new</strong>""","<strong>Location</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.longitude","<strong>Longitude</strong> set as ""<strong>:new</strong>""","<strong>Longitude</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.name","<strong>Name</strong> set as ""<strong>:new</strong>""","<strong>Name</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","created.modified.website","<strong>Website</strong> set as ""<strong>:new</strong>""","<strong>Website</strong> set as ""<strong>:new</strong>""","fr","fr",
"group-audits","unavailable_audits","No changes have been made to this group!","No changes have been made to this group!","fr","fr",
"group-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr","fr",
"group-audits","updated.modified.area","<strong>Area</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Area</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.country","<strong>Country</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Country</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.free_text","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.latitude","<strong>Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.location","<strong>Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.longitude","<strong>Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.name","<strong>Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"group-audits","updated.modified.website","<strong>Website</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Website</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"groups","tag-1","Tag 1","Tag 1","fr","fr",
"groups","tag-2","Tag 2","Tag 2","fr","fr",
"groups","tag-3","Tag 3","Tag 3","fr","fr",
"groups","tag-4","Tag 4","Tag 4","fr","fr",
"groups","tag-5","Tag 5","Tag 5","fr","fr",
"groups","tag-6","Tag 6","Tag 6","fr","fr",
"groups","tag-7","Tag 7","Tag 7","fr","fr",
"groups","tag-8","Tag 8","Tag 8","fr","fr",
"notifications","notifications","Notifications","Notifications","fr","fr",
"partials","age","Age","Age","fr","fr",
"partials","diy","Do it yourself","Do It Yourself","fr","fr",
"partials","information_up_to_date","Keep your group information up to date!","Keep your group information up to date!","fr","fr",
"partials","information_up_to_date_text","A fresh profile helps recruit more volunteers. Make sure to link to your website or social media channels.","A fresh profile helps recruit more volunteers. Make sure to link to your website or social media channels.","fr","fr",
"partials","least_repaired","Least repaired","Least repaired","fr","fr",
"partials","model","Model","Model","fr","fr",
"partials","more_time","More time needed","More time needed","fr","fr",
"partials","most_repaired","Most repaired","Most repaired","fr","fr",
"partials","most_seen","Most seen","Most seen","fr","fr",
"partials","n_a","N/A","N/A","fr","fr",
"partials","no_devices_added","No devices added","No devices added","fr","fr",
"partials","no_past_events","No Past Events","No Past Events","fr","fr",
"partials","none_of_the_above","No of the above","No of the above","fr","fr",
"partials","powered_only","(calculated from powered items only)","(calculated from powered items only)","fr","fr",
"partials","professional_help","Professional help","Professional help","fr","fr",
"partials","read_more","Read more","Read more","fr","fr",
"partials","remove_file","Remove file","Remove file","fr","fr",
"partials","remove_volunteer","Remove volunteer","Remove volunteer","fr","fr",
"partials","repair_details","Next steps","Next steps","fr","fr",
"partials","repairable","Repairable","Repairable","fr","fr",
"partials","spare_parts","Spare parts","Spare parts","fr","fr",
"partials","status","Repair status","Repair status","fr","fr",
"partials","this_event_hasnt_started","This event hasn't started","This event hasn't started","fr","fr",
"partials","upcoming_events_text","If possible, the best way to get involved is to go to an event, see how it works, and participate","If possible, the best way to get involved is to go to an event, see how it works, and participate","fr","fr",
"partials","update","Update","Update","fr","fr",
"partials","welcome_text","We offer materials on how to help others fix their electronics at community events: on how to share your repair skills in your community and help organise events","We offer materials on how to help others fix their electronics at community events: on how to share your repair skills in your community and help organise events","fr","fr",
"partials","welcome_title","Getting started in community repair","Getting started in community repair","fr","fr",
"partials","wiki_title","Wiki","Wiki","fr","fr",
"partials","yes","Yes","Yes","fr","fr",
"partials","your_recent_events","Your recent events","Your recent events","fr","fr",
"partials","your_recent_events_txt1","These are events you RSVP'ed to, or where a host logged your participation.","These are events you RSVP'ed to, or where a host logged your participation.","fr","fr",
"partials","your_recent_events_txt2","Here's a list of recent events you have been a part of - all important contributions to your community and the environment.","Here's a list of recent events you have been a part of - all important contributions to your community and the environment.","fr","fr",
"printcatora","task.suggestions","Suggestions","Suggestions","fr","fr",
"registration","reg-alert-1","Thank you for your registration, please complete your profile below to continue","Thank you for your registration, please complete your profile below to continue","fr","fr",
"registration","reg-step-4-label3","<strong>Historical Repair Data</strong>. I give a perpetual royalty-free license to any of my previous repair data contributions to The Restart Project. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","<strong>Historical Repair Data</strong>. I give a perpetual royalty-free license to any of my previous repair data contributions to The Restart Project. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","fr","fr",
"reporting","region","Region","Région","fr","fr",
"tabicatora","task.suggestions","Suggestions","Suggestions","fr","fr",
"_json","Bluetooth","Bluetooth","Bluetooth","fr-BE","fr",
"_json","Camera","Camera","Caméra","fr-BE","fr",
"_json","Configuration","Configuration","Configuration","fr-BE","fr",
"_json","Microphone","Microphone","Microphone","fr-BE","fr",
"_json","Performance","Performance","Performance","fr-BE","fr",
"_json","Scanner","Scanner","Scanner","fr-BE","fr",
"_json","Software/OS","Software/OS","Software/OS","fr-BE","fr",
"_json","Toner","Toner","Toner","fr-BE","fr",
"admin","categories","Categories","Catégories","fr-BE","fr",
"admin","description","Description","Description","fr-BE","fr",
"device-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr-BE","fr",
"device-audits","created.modified.age","<strong>Age</strong> set as ""<strong>:new</strong>""","<strong>Age</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.brand","<strong>Brand</strong> set as ""<strong>:new</strong>""","<strong>Brand</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.category","<strong>Category</strong> set as ""<strong>:new</strong>""","<strong>Category</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.category_creation","<strong>Category Creation</strong> set as ""<strong>:new</strong>""","<strong>Category Creation</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.do_it_yourself","<strong>Do it yourself</strong> set as ""<strong>:new</strong>""","<strong>Do it yourself</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.estimate","<strong>Estimate</strong> set as ""<strong>:new</strong>""","<strong>Estimate</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.event","<strong>Event</strong> set as ""<strong>:new</strong>""","<strong>Event</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.iddevices","<strong>Device ID</strong> set as ""<strong>:new</strong>""","<strong>Device ID</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.model","<strong>Model</strong> set as ""<strong>:new</strong>""","<strong>Model</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.more_time_needed","<strong>More time needed</strong> set as ""<strong>:new</strong>""","<strong>More time needed</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.problem","<strong>Problem</strong> set as ""<strong>:new</strong>""","<strong>Problem</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.professional_help","<strong>Professional Help</strong> set as ""<strong>:new</strong>""","<strong>Professional Help</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.repair_status","<strong>Repair Status</strong> set as ""<strong>:new</strong>""","<strong>Repair Status</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.repaired_by","<strong>Reparied by</strong> set as ""<strong>:new</strong>""","<strong>Reparied by</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.spare_parts","<strong>Spare Parts</strong> set as ""<strong>:new</strong>""","<strong>Spare Parts</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","created.modified.wiki","<strong>Wiki</strong> set as ""<strong>:new</strong>""","<strong>Wiki</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr-BE","fr",
"device-audits","updated.modified.age","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.brand","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.category","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.category_creation","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.do_it_yourself","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.estimate","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.event","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.model","<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.more_time_needed","<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.problem","<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.professional_help","<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.repair_status","<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.repaired_by","<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.spare_parts","<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"device-audits","updated.modified.wiki","<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"devices","age","Age","Âge","fr-BE","fr",
"devices","devices_date","Date","Date","fr-BE","fr",
"devices","fixometer","Fixometer","Fixometer","fr-BE","fr",
"devices","images","Images","Images","fr-BE","fr",
"devices","n/a","N/A","N/A","fr-BE","fr",
"devices","participants","participants","Participants","fr-BE","fr",
"event-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr-BE","fr",
"event-audits","created.modified.end","<strong>Event End Time</strong> set as ""<strong>:new</strong>""","<strong>Event End Time</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.event_date","<strong>Event Date</strong> set as ""<strong>:new</strong>""","<strong>Event Date</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.free_text","<strong>Free Text</strong> set as ""<strong>:new</strong>""","<strong>Free Text</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.group","<strong>Event Group ID</strong> set as ""<strong>:new</strong>""","<strong>Event Group ID</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.hours","<strong>Event Hours</strong> set as ""<strong>:new</strong>""","<strong>Event Hours</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.idevents","<strong>Event ID</strong> set as ""<strong>:new</strong>""","<strong>Event ID</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.latitude","<strong>Event Latitude</strong> set as ""<strong>:new</strong>""","<strong>Event Latitude</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.location","<strong>Event Location</strong> set as ""<strong>:new</strong>""","<strong>Event Location</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.longitude","<strong>Event Longitude</strong> set as ""<strong>:new</strong>""","<strong>Event Longitude</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.pax","<strong>pax</strong> set as ""<strong>:new</strong>""","<strong>pax</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.start","<strong>Event Start Time</strong> set as ""<strong>:new</strong>""","<strong>Event Start Time</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.venue","<strong>Event Name</strong> set as ""<strong>:new</strong>""","<strong>Event Name</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","created.modified.volunteers","<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","unavailable_audits","No changes have been made to this event!","No changes have been made to this event!","fr-BE","fr",
"event-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr-BE","fr",
"event-audits","updated.modified.end","<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.event_date","<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.free_text","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.group","<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.hours","<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.latitude","<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.location","<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.longitude","<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.pax","<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.start","<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.venue","<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"event-audits","updated.modified.volunteers","<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"events","age","Age","Age","fr-BE","fr",
"events","calendar_google","Google Calendar","Google Calendar","fr-BE","fr",
"events","calendar_ical","iCal","iCal","fr-BE","fr",
"events","calendar_outlook","Outlook","Outlook","fr-BE","fr",
"events","calendar_yahoo","Yahoo Calendar","Yahoo Calendar","fr-BE","fr",
"events","event_date","Date","Date","fr-BE","fr",
"events","event_description","Description","Description","fr-BE","fr",
"events","participants","Participants","Participants","fr-BE","fr",
"events","stat-0","Participants","Participants","fr-BE","fr",
"general","calendar_feed_help_url","/t/fixometer-how-to-subscribe-to-a-calendar","/t/fixometer-how-to-subscribe-to-a-calendar","fr-BE","fr",
"general","discourse_url","https://talk.restarters.net","https://talk.restarters.net","fr-BE","fr",
"general","faq_url","https://therestartproject.org/faq","https://therestartproject.org/faq","fr-BE","fr",
"general","general","General","Général","fr-BE","fr",
"general","help_feedback_url","https://talk.restarters.net/c/help","https://talk.restarters.net/c/help","fr-BE","fr",
"general","menu_faq","FAQs","FAQs","fr-BE","fr",
"general","menu_fixometer","Fixometer","Fixometer","fr-BE","fr",
"general","menu_wiki","Wiki","Wiki","fr-BE","fr",
"general","onboarding_content_1","vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum. ","vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum. ","fr-BE","fr",
"general","onboarding_content_2","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","fr-BE","fr",
"general","onboarding_content_3","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","praesent commodo cursus magna, vel scelerisque nisl consectetur et. Aenean eu leo quam. Pellentesque ornare sem lacinia quam venenatis vestibulum. Cras mattis consectetur purus sit amet fermentum.","fr-BE","fr",
"general","restartproject_url","https://therestartproject.org","https://therestartproject.org","fr-BE","fr",
"general","therestartproject","The Restart Project","The Restart Project","fr-BE","fr",
"general","wiki_url","https://wiki.restarters.net","https://wiki.restarters.net","fr-BE","fr",
"group-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr-BE","fr",
"group-audits","created.modified.area","<strong>Area</strong> set as ""<strong>:new</strong>""","<strong>Area</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.country","<strong>Country</strong> set as ""<strong>:new</strong>""","<strong>Country</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.free_text","<strong>Free Text</strong> set as ""<strong>:new</strong>""","<strong>Free Text</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.idgroups","<strong>Group ID</strong> set as ""<strong>:new</strong>""","<strong>Group ID</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.latitude","<strong>Latitude</strong> set as ""<strong>:new</strong>""","<strong>Latitude</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.location","<strong>Location</strong> set as ""<strong>:new</strong>""","<strong>Location</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.longitude","<strong>Longitude</strong> set as ""<strong>:new</strong>""","<strong>Longitude</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.name","<strong>Name</strong> set as ""<strong>:new</strong>""","<strong>Name</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","created.modified.website","<strong>Website</strong> set as ""<strong>:new</strong>""","<strong>Website</strong> set as ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","unavailable_audits","No changes have been made to this group!","No changes have been made to this group!","fr-BE","fr",
"group-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr-BE","fr",
"group-audits","updated.modified.area","<strong>Area</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Area</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.country","<strong>Country</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Country</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.free_text","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.latitude","<strong>Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.location","<strong>Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.longitude","<strong>Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.name","<strong>Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"group-audits","updated.modified.website","<strong>Website</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Website</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr-BE","fr",
"groups","nearest_groups_change","(change)","(change)","fr-BE","fr",
"groups","participants","Participants","Participants","fr-BE","fr",
"groups","search_tags_placeholder","Tag","Tag","fr-BE","fr",
"groups","tag-1","Tag 1","Tag 1","fr-BE","fr",
"groups","tag-2","Tag 2","Tag 2","fr-BE","fr",
"groups","tag-3","Tag 3","Tag 3","fr-BE","fr",
