"group","key","en","fk","lang","alias","trans"
"registration","reg-step-2-2","To create an account, you must set a password","To create an account, you must set a password","de","de",
"registration","reg-step-2-heading","Tell us a little bit about yourself","Tell us a little bit about yourself","de","de",
"registration","reg-step-3-1a","We can send you email updates about events and groups related to you, and about Restart Project activities in general.","We can send you email updates about events and groups related to you, and about Restart Project activities in general.","de","de",
"registration","reg-step-3-1b"," (optional)"," (optional)","de","de",
"registration","reg-step-3-2b","Following registration, you will receive a short series of welcome emails. You can also opt-in to other communications below.","Following registration, you will receive a short series of welcome emails. You can also opt-in to other communications below.","de","de",
"registration","reg-step-3-heading","How would you like us to keep in touch?","How would you like us to keep in touch?","de","de",
"registration","reg-step-3-label1","I would like to receive The Restart Project monthly newsletter","I would like to receive The Restart Project monthly newsletter","de","de",
"registration","reg-step-3-label2","I would like to receive email notifications about events or groups near me","I would like to receive email notifications about events or groups near me","de","de",
"registration","reg-step-4","Please give your consent to our uses of the data that you enter.","Please give your consent to our uses of the data that you enter.","de","de",
"registration","reg-step-4-heading","Uses of the data you enter","Uses of the data you enter","de","de",
"registration","reg-step-4-label1","<strong>Personal Data</strong>. I consent for The Restart Project to use my personal data internally for the purposes of registering me in the community, verifying the source of repair data and improving the volunteer experience. I understand that my personal profile will be visible to other community members, however personal data provided will never be shared with third parties without my consent. I understand I can delete my profile and all my personal data at any time - and access the community Privacy Policy <a href=""https://therestartproject.org/data-and-privacy-policy/fixometer/"" rel=""noopener noreferrer"" target=""_blank"">here</a>.","<strong>Personal Data</strong>. I consent for The Restart Project to use my personal data internally for the purposes of registering me in the community, verifying the source of repair data and improving the volunteer experience. I understand that my personal profile will be visible to other community members, however personal data provided will never be shared with third parties without my consent. I understand I can delete my profile and all my personal data at any time - and access the community Privacy Policy <a href=""https://therestartproject.org/data-and-privacy-policy/fixometer/"" rel=""noopener noreferrer"" target=""_blank"">here</a>.","de","de",
"registration","reg-step-4-label2","<strong>Repair Data</strong>.  By contributing repair data to the Fixometer, I give The Restart Project a perpetual royalty-free license to use it. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","<strong>Repair Data</strong>.  By contributing repair data to the Fixometer, I give The Restart Project a perpetual royalty-free license to use it. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","de","de",
"registration","reg-step-4-label3","<strong>Historical Repair Data</strong>. I give a perpetual royalty-free license to any of my previous repair data contributions to The Restart Project. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","<strong>Historical Repair Data</strong>. I give a perpetual royalty-free license to any of my previous repair data contributions to The Restart Project. The license allows Restart to distribute the data under any open license and to retain any non-personal data even in case I request deletion of my personal profile on the Fixometer. (<i>Read more about how we use repair data <a href=""https://therestartproject.org/fixometer/why-we-collect-repair-data/"" rel=""noopener noreferrer"" target=""_blank"">here</a></i>.)","de","de",
"registration","step-1","Step 1 of 4","Step 1 of 4","de","de",
"registration","step-2","Step 2 of 4","Step 2 of 4","de","de",
"registration","step-3","Step 3 of 4","Step 3 of 4","de","de",
"registration","step-4","Step 4 of 4","Step 4 of 4","de","de",
"registration","town-city","Town/City (Optional)","Town/City (Optional)","de","de",
"registration","town-city_help","Town/city helps match volunteers to groups and to find local events.","Town/city helps match volunteers to groups and to find local events.","de","de",
"registration","town-city-placeholder","E.g. Paris, London, Brussels","E.g. Paris, London, Brussels","de","de",
"reporting","age_range","Age range","Age range","de","de",
"reporting","average_age","Average age","Average age","de","de",
"reporting","birth_year","Birth Year","Birth Year","de","de",
"reporting","breakdown_by_city","Breakdown by city","Breakdown by city","de","de",
"reporting","breakdown_by_city_content","Volunteer hours grouped by the volunteer town/city (note: town/country is optional so may not be set for all volunteers).","Volunteer hours grouped by the volunteer town/city (note: town/country is optional so may not be set for all volunteers).","de","de",
"reporting","breakdown_by_country","Breakdown by country","Breakdown by country","de","de",
"reporting","breakdown_by_country_content","Volunteer hours grouped by volunteer country.","Volunteer hours grouped by volunteer country.","de","de",
"reporting","by_location","By location","By location","de","de",
"reporting","by_users","By volunteer","By volunteer","de","de",
"reporting","country","Country","Country","de","de",
"reporting","country_name","Country name","Country name","de","de",
"reporting","event_date","Event date","Event date","de","de",
"reporting","event_name","Event","Event","de","de",
"reporting","export_csv","Export to CSV","Export to CSV","de","de",
"reporting","gender","Gender","Gender","de","de",
"reporting","hours","Hours","Hours","de","de",
"reporting","hours_volunteered","Hours volunteered","Hours volunteered","de","de",
"reporting","include_anonymous_users","Include anonymous users","Include anonymous users","de","de",
"reporting","location","Location","Location","de","de",
"reporting","miscellaneous","Miscellaneous","Miscellaneous","de","de",
"reporting","no","No","No","de","de",
"reporting","number_of_anonymous_users","Number of anonymous users","Number of anonymous users","de","de",
"reporting","number_of_groups","Number of groups","Number of groups","de","de",
"reporting","placeholder_age_range","Choose age range","Choose age range","de","de",
"reporting","placeholder_birth_year","Choose birth year","Choose birth year","de","de",
"reporting","placeholder_country","Choose country","Choose country","de","de",
"reporting","placeholder_gender","Choose gender","Choose gender","de","de",
"reporting","placeholder_gender_text","Search gender","Search gender","de","de",
"reporting","placeholder_group","Choose group","Choose group","de","de",
"reporting","placeholder_name","Search name","Search name","de","de",
"reporting","placeholder_region","Choose region","Choose region","de","de",
"reporting","region","Region","Region","de","de",
"reporting","restart_group","Group","Group","de","de",
"reporting","search-all-time-volunteered","Search time volunteered","Search time volunteered","de","de",
"reporting","see_all_results","See all results","See all results","de","de",
"reporting","time_volunteered","Time Volunteered","Time Volunteered","de","de",
"reporting","total_hours","Total hours","Total hours","de","de",
"reporting","total_number_of_users","Total number of users","Total number of users","de","de",
"reporting","town_city_name","Town/city name","Town/city name","de","de",
"reporting","yes","Yes","Yes","de","de",
"tabicatora","status.problem","Problem","Problem","de","de",
"tabicatora","status.status","Status","Status","de","de",
"tabicatora","survey.a3","Neutral","Neutral","de","de",
"validation","accepted","The :attribute must be accepted.","The :attribute must be accepted.","de","de",
"validation","active_url","The :attribute is not a valid URL.","The :attribute is not a valid URL.","de","de",
"validation","after","The :attribute must be a date after :date.","The :attribute must be a date after :date.","de","de",
"validation","after_or_equal","The :attribute must be a date after or equal to :date.","The :attribute must be a date after or equal to :date.","de","de",
"validation","alpha","The :attribute may only contain letters.","The :attribute may only contain letters.","de","de",
"validation","alpha_num","The :attribute may only contain letters and numbers.","The :attribute may only contain letters and numbers.","de","de",
"validation","array","The :attribute must be an array.","The :attribute must be an array.","de","de",
"validation","before","The :attribute must be a date before :date.","The :attribute must be a date before :date.","de","de",
"validation","before_or_equal","The :attribute must be a date before or equal to :date.","The :attribute must be a date before or equal to :date.","de","de",
"validation","between.array","The :attribute must have between :min and :max items.","The :attribute must have between :min and :max items.","de","de",
"validation","between.file","The :attribute must be between :min and :max kilobytes.","The :attribute must be between :min and :max kilobytes.","de","de",
"validation","between.numeric","The :attribute must be between :min and :max.","The :attribute must be between :min and :max.","de","de",
"validation","between.string","The :attribute must be between :min and :max characters.","The :attribute must be between :min and :max characters.","de","de",
"validation","boolean","The :attribute field must be true or false.","The :attribute field must be true or false.","de","de",
"validation","confirmed","The :attribute confirmation does not match.","The :attribute confirmation does not match.","de","de",
"validation","custom.attribute-name.rule-name","custom-message","custom-message","de","de",
"validation","date","The :attribute is not a valid date.","The :attribute is not a valid date.","de","de",
"validation","date_format","The :attribute does not match the format :format.","The :attribute does not match the format :format.","de","de",
"validation","different","The :attribute and :other must be different.","The :attribute and :other must be different.","de","de",
"validation","digits","The :attribute must be :digits digits.","The :attribute must be :digits digits.","de","de",
"validation","digits_between","The :attribute must be between :min and :max digits.","The :attribute must be between :min and :max digits.","de","de",
"validation","dimensions","The :attribute has invalid image dimensions.","The :attribute has invalid image dimensions.","de","de",
"validation","distinct","The :attribute field has a duplicate value.","The :attribute field has a duplicate value.","de","de",
"validation","email","The :attribute must be a valid email address.","The :attribute must be a valid email address.","de","de",
"validation","exists","The selected :attribute is invalid.","The selected :attribute is invalid.","de","de",
"validation","file","The :attribute must be a file.","The :attribute must be a file.","de","de",
"validation","filled","The :attribute field must have a value.","The :attribute field must have a value.","de","de",
"validation","gt.array","The :attribute must have more than :value items.","The :attribute must have more than :value items.","de","de",
"validation","gt.file","The :attribute must be greater than :value kilobytes.","The :attribute must be greater than :value kilobytes.","de","de",
"validation","gt.numeric","The :attribute must be greater than :value.","The :attribute must be greater than :value.","de","de",
"validation","gt.string","The :attribute must be greater than :value characters.","The :attribute must be greater than :value characters.","de","de",
"validation","gte.array","The :attribute must have :value items or more.","The :attribute must have :value items or more.","de","de",
"validation","gte.file","The :attribute must be greater than or equal :value kilobytes.","The :attribute must be greater than or equal :value kilobytes.","de","de",
"validation","gte.numeric","The :attribute must be greater than or equal :value.","The :attribute must be greater than or equal :value.","de","de",
"validation","gte.string","The :attribute must be greater than or equal :value characters.","The :attribute must be greater than or equal :value characters.","de","de",
"validation","image","The :attribute must be an image.","The :attribute must be an image.","de","de",
"validation","in","The selected :attribute is invalid.","The selected :attribute is invalid.","de","de",
"validation","in_array","The :attribute field does not exist in :other.","The :attribute field does not exist in :other.","de","de",
"validation","integer","The :attribute must be an integer.","The :attribute must be an integer.","de","de",
"validation","ip","The :attribute must be a valid IP address.","The :attribute must be a valid IP address.","de","de",
"validation","ipv4","The :attribute must be a valid IPv4 address.","The :attribute must be a valid IPv4 address.","de","de",
"validation","ipv6","The :attribute must be a valid IPv6 address.","The :attribute must be a valid IPv6 address.","de","de",
"validation","json","The :attribute must be a valid JSON string.","The :attribute must be a valid JSON string.","de","de",
"validation","lt.array","The :attribute must have less than :value items.","The :attribute must have less than :value items.","de","de",
"validation","lt.file","The :attribute must be less than :value kilobytes.","The :attribute must be less than :value kilobytes.","de","de",
"validation","lt.numeric","The :attribute must be less than :value.","The :attribute must be less than :value.","de","de",
"validation","lt.string","The :attribute must be less than :value characters.","The :attribute must be less than :value characters.","de","de",
"validation","lte.array","The :attribute must not have more than :value items.","The :attribute must not have more than :value items.","de","de",
"validation","lte.file","The :attribute must be less than or equal :value kilobytes.","The :attribute must be less than or equal :value kilobytes.","de","de",
"validation","lte.numeric","The :attribute must be less than or equal :value.","The :attribute must be less than or equal :value.","de","de",
"validation","lte.string","The :attribute must be less than or equal :value characters.","The :attribute must be less than or equal :value characters.","de","de",
"validation","max.array","The :attribute may not have more than :max items.","The :attribute may not have more than :max items.","de","de",
"validation","max.file","The :attribute may not be greater than :max kilobytes.","The :attribute may not be greater than :max kilobytes.","de","de",
"validation","max.numeric","The :attribute may not be greater than :max.","The :attribute may not be greater than :max.","de","de",
"validation","max.string","The :attribute may not be greater than :max characters.","The :attribute may not be greater than :max characters.","de","de",
"validation","mimes","The :attribute must be a file of type: :values.","The :attribute must be a file of type: :values.","de","de",
"validation","mimetypes","The :attribute must be a file of type: :values.","The :attribute must be a file of type: :values.","de","de",
"validation","min.array","The :attribute must have at least :min items.","The :attribute must have at least :min items.","de","de",
"validation","min.file","The :attribute must be at least :min kilobytes.","The :attribute must be at least :min kilobytes.","de","de",
"validation","min.numeric","The :attribute must be at least :min.","The :attribute must be at least :min.","de","de",
"validation","min.string","The :attribute must be at least :min characters.","The :attribute must be at least :min characters.","de","de",
"validation","not_in","The selected :attribute is invalid.","The selected :attribute is invalid.","de","de",
"validation","not_regex","The :attribute format is invalid.","The :attribute format is invalid.","de","de",
"validation","numeric","The :attribute must be a number.","The :attribute must be a number.","de","de",
"validation","present","The :attribute field must be present.","The :attribute field must be present.","de","de",
"validation","regex","The :attribute format is invalid.","The :attribute format is invalid.","de","de",
"validation","required","The :attribute field is required.","The :attribute field is required.","de","de",
"validation","required_if","The :attribute field is required when :other is :value.","The :attribute field is required when :other is :value.","de","de",
"validation","required_unless","The :attribute field is required unless :other is in :values.","The :attribute field is required unless :other is in :values.","de","de",
"validation","required_with","The :attribute field is required when :values is present.","The :attribute field is required when :values is present.","de","de",
"validation","required_without","The :attribute field is required when :values is not present.","The :attribute field is required when :values is not present.","de","de",
"validation","required_without_all","The :attribute field is required when none of :values are present.","The :attribute field is required when none of :values are present.","de","de",
"validation","same","The :attribute and :other must match.","The :attribute and :other must match.","de","de",
"validation","size.array","The :attribute must contain :size items.","The :attribute must contain :size items.","de","de",
"validation","size.file","The :attribute must be :size kilobytes.","The :attribute must be :size kilobytes.","de","de",
"validation","size.numeric","The :attribute must be :size.","The :attribute must be :size.","de","de",
"validation","size.string","The :attribute must be :size characters.","The :attribute must be :size characters.","de","de",
"validation","string","The :attribute must be a string.","The :attribute must be a string.","de","de",
"validation","timezone","The :attribute must be a valid zone.","The :attribute must be a valid zone.","de","de",
"validation","unique","The :attribute has already been taken.","The :attribute has already been taken.","de","de",
"validation","uploaded","The :attribute failed to upload.","The :attribute failed to upload.","de","de",
"validation","url","The :attribute format is invalid.","The :attribute format is invalid.","de","de",
"visualisation","message_consume_high","Visualisation of equivalent number of kilometres driven.","Visualisation of equivalent number of kilometres driven.","de","de",
"visualisation","message_consume_low","Visualisation of equivalent number of hours spent watching TV.","Visualisation of equivalent number of hours spent watching TV.","de","de",
"visualisation","message_manufacture_high","Visualisation of equivalent number of cars manufactured.","Visualisation of equivalent number of cars manufactured.","de","de",
"visualisation","message_manufacture_low","Visualisation of equivalent number of sofas manufactured.","Visualisation of equivalent number of sofas manufactured.","de","de",
"_json","Bluetooth","Bluetooth","Bluetooth","es","es",
"_json","Coffee maker","Coffee maker","Coffee maker","es","es",
"_json","Hand tool","Hand tool","Hand tool","es","es",
"_json","Iron","Iron","Iron","es","es",
"_json","Jewellery","Jewellery","Jewellery","es","es",
"_json","Software/OS","Software/OS","Software/OS","es","es",
"_json","Toner","Toner","Tóner","es","es",
"_json","WiFi","WiFi","WiFi","es","es",
"battcatora","status.total","Total","Total","es","es",
"battcatora","survey.a3","Neutral","Neutral","es","es",
"partials","powered_only","(calculated from powered items only)","(calculated from powered items only)","es","es",
"printcatora","status.total","Total","Total","es","es",
"tabicatora","status.total","Total","Total","es","es",
"tabicatora","survey.a3","Neutral","Neutral","es","es",
"_json","Bluetooth","Bluetooth","Bluetooth","fr","fr",
"_json","Camera","Camera","Caméra","fr","fr",
"_json","Coffee maker","Coffee maker","Coffee maker","fr","fr",
"_json","Configuration","Configuration","Configuration","fr","fr",
"_json","Hand tool","Hand tool","Hand tool","fr","fr",
"_json","Iron","Iron","Iron","fr","fr",
"_json","Jewellery","Jewellery","Jewellery","fr","fr",
"_json","Microphone","Microphone","Microphone","fr","fr",
"_json","Performance","Performance","Performance","fr","fr",
"_json","Scanner","Scanner","Scanner","fr","fr",
"_json","Software/OS","Software/OS","Software/OS","fr","fr",
"_json","Toner","Toner","Toner","fr","fr",
"_json","Vendor lock-in","Vendor lock-in","Vendor lock-in","fr","fr",
"admin","categories","Categories","Catégories","fr","fr",
"admin","description","Description","Description","fr","fr",
"admin","reliability-6","N/A","N/A","fr","fr",
"auth","profile_admin","Admin only","Admin only","fr","fr",
"device-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr","fr",
"device-audits","created.modified.age","<strong>Age</strong> set as ""<strong>:new</strong>""","<strong>Age</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.brand","<strong>Brand</strong> set as ""<strong>:new</strong>""","<strong>Brand</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.category","<strong>Category</strong> set as ""<strong>:new</strong>""","<strong>Category</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.category_creation","<strong>Category Creation</strong> set as ""<strong>:new</strong>""","<strong>Category Creation</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.do_it_yourself","<strong>Do it yourself</strong> set as ""<strong>:new</strong>""","<strong>Do it yourself</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.estimate","<strong>Estimate</strong> set as ""<strong>:new</strong>""","<strong>Estimate</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.event","<strong>Event</strong> set as ""<strong>:new</strong>""","<strong>Event</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.iddevices","<strong>Device ID</strong> set as ""<strong>:new</strong>""","<strong>Device ID</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.model","<strong>Model</strong> set as ""<strong>:new</strong>""","<strong>Model</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.more_time_needed","<strong>More time needed</strong> set as ""<strong>:new</strong>""","<strong>More time needed</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.problem","<strong>Problem</strong> set as ""<strong>:new</strong>""","<strong>Problem</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.professional_help","<strong>Professional Help</strong> set as ""<strong>:new</strong>""","<strong>Professional Help</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.repair_status","<strong>Repair Status</strong> set as ""<strong>:new</strong>""","<strong>Repair Status</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.repaired_by","<strong>Reparied by</strong> set as ""<strong>:new</strong>""","<strong>Reparied by</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.spare_parts","<strong>Spare Parts</strong> set as ""<strong>:new</strong>""","<strong>Spare Parts</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","created.modified.wiki","<strong>Wiki</strong> set as ""<strong>:new</strong>""","<strong>Wiki</strong> set as ""<strong>:new</strong>""","fr","fr",
"device-audits","unavailable_audits","No changes have been made to this device!","No changes have been made to this device!","fr","fr",
"device-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr","fr",
"device-audits","updated.modified.age","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Age</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.brand","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Brand</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.category","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.category_creation","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Category Creation</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.do_it_yourself","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Do it yourself</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.estimate","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Estimate</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.event","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.model","<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Model</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.more_time_needed","<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>More time needed</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.problem","<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Problem</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.professional_help","<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Professional Help</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.repair_status","<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Repair Status</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.repaired_by","<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Reparied by</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.spare_parts","<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Spare Parts</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"device-audits","updated.modified.wiki","<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Wiki</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"devices","age","Age","Âge","fr","fr",
"devices","device_model_placeholder","E.g. XPS, iPad, Viao, Wii","E.g. XPS, iPad, Viao, Wii","fr","fr",
"devices","devices_date","Date","Date","fr","fr",
"event-audits","created.metadata","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","On :audit_created_at, :user_name created record <strong>:audit_url</strong>","fr","fr",
"event-audits","created.modified.end","<strong>Event End Time</strong> set as ""<strong>:new</strong>""","<strong>Event End Time</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.event_date","<strong>Event Date</strong> set as ""<strong>:new</strong>""","<strong>Event Date</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.free_text","<strong>Free Text</strong> set as ""<strong>:new</strong>""","<strong>Free Text</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.group","<strong>Event Group ID</strong> set as ""<strong>:new</strong>""","<strong>Event Group ID</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.hours","<strong>Event Hours</strong> set as ""<strong>:new</strong>""","<strong>Event Hours</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.idevents","<strong>Event ID</strong> set as ""<strong>:new</strong>""","<strong>Event ID</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.latitude","<strong>Event Latitude</strong> set as ""<strong>:new</strong>""","<strong>Event Latitude</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.location","<strong>Event Location</strong> set as ""<strong>:new</strong>""","<strong>Event Location</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.longitude","<strong>Event Longitude</strong> set as ""<strong>:new</strong>""","<strong>Event Longitude</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.pax","<strong>pax</strong> set as ""<strong>:new</strong>""","<strong>pax</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.start","<strong>Event Start Time</strong> set as ""<strong>:new</strong>""","<strong>Event Start Time</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.venue","<strong>Event Name</strong> set as ""<strong>:new</strong>""","<strong>Event Name</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","created.modified.volunteers","<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> set as ""<strong>:new</strong>""","fr","fr",
"event-audits","unavailable_audits","No changes have been made to this event!","No changes have been made to this event!","fr","fr",
"event-audits","updated.metadata","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","On :audit_created_at, :user_name updated record <strong>:audit_url</strong>","fr","fr",
"event-audits","updated.modified.end","<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event End Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.event_date","<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Date</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.free_text","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Free Text</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.group","<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Group ID</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.hours","<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Hours</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.latitude","<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Latitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.location","<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Location</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.longitude","<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Longitude</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.pax","<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>pax</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.start","<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Start Time</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.venue","<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Event Name</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"event-audits","updated.modified.volunteers","<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","<strong>Quantity of Volunteers</strong> was modified from ""<strong>:old</strong>"" to ""<strong>:new</strong>""","fr","fr",
"events","event_date","Date","Date","fr","fr",
"events","field_event_device_images_2",,,"fr","fr",
"events","stat-0","Participants","Participants","fr","fr",
"general","calendar_feed_help_url","/t/fixometer-how-to-subscribe-to-a-calendar","/t/fixometer-how-to-subscribe-to-a-calendar","fr","fr",
"general","discourse_url","https://talk.restarters.net","https://talk.restarters.net","fr","fr",
"general","faq_url","https://therestartproject.org/faq","https://therestartproject.org/faq","fr","fr",
"general","filter-results","Filter results","Filter results","fr","fr",
"general","general","General","Général","fr","fr",
"general","help_feedback_url","https://talk.restarters.net/c/help","https://talk.restarters.net/c/help","fr","fr",
"general","login","Login","Login","fr","fr",
"general","menu_faq","FAQs","FAQs","fr","fr",
