id,en,it,no,de,a,b,c,Added in code?
admin.console.title,Admin Console,,,,,,,
admin.console.groups,Groups,,,,,,,
admin.console.add_group,Add Group,,,,,,,
admin.console.users,Users,,,,,,,
admin.console.add_user,Add User,,,,,,,
admin.console.manage_devices,Manage Devices,,,,,,,
